member_id,campaign_id,touch_date,opened_email_flag,clicked_flag,conversion_flag
M008696,C202407,2025-05-17,1,0,0
M001631,C202409,2025-08-01,0,0,0
M006637,C202410,2025-01-06,1,0,0
M008412,C202410,2024-11-06,0,0,0
M007369,C202408,2025-06-24,1,1,0
M001448,C202402,2025-07-22,0,1,0
M003362,C202408,2025-01-06,1,0,0
M006123,C202415,2024-07-04,0,0,0
M001429,C202413,2024-05-03,1,0,0
M003141,C202404,2024-04-07,0,1,0
M003253,C202410,2024-09-09,0,1,0
M004267,C202403,2024-08-05,1,0,0
M003586,C202404,2025-04-17,1,1,0
M001368,C202411,2024-08-31,1,0,0
M004568,C202407,2024-10-07,0,0,0
M006277,C202414,2025-08-30,1,0,0
M005195,C202405,2025-02-15,1,0,0
M000214,C202407,2025-01-24,1,0,0
M007745,C202406,2024-05-29,1,0,0
M008637,C202402,2024-11-08,1,1,1
M000209,C202403,2024-12-02,1,0,0
M007118,C202411,2024-09-05,1,0,0
M009081,C202403,2024-08-02,1,1,0
M000548,C202406,2025-05-20,1,1,0
M003481,C202406,2025-04-03,1,1,1
M009254,C202402,2024-04-03,1,1,1
M007285,C202414,2024-07-24,1,0,0
M008004,C202408,2025-02-23,1,0,0
M007404,C202407,2025-06-24,1,1,0
M003887,C202403,2024-09-03,0,0,0
M005875,C202406,2024-09-20,0,0,0
M000883,C202414,2024-10-27,1,0,0
M007753,C202405,2024-09-20,1,0,0
M003356,C202410,2024-12-11,1,1,0
M006520,C202407,2024-04-26,1,0,0
M004367,C202402,2024-12-04,1,1,0
M008529,C202407,2024-08-27,1,0,0
M000913,C202411,2025-09-13,1,0,0
M007107,C202411,2025-08-15,0,0,0
M007358,C202415,2024-12-26,0,0,0
M008723,C202404,2024-03-04,1,0,0
M006250,C202401,2025-04-03,1,1,0
M006090,C202411,2024-04-20,1,0,0
M003696,C202409,2024-10-08,1,1,1
M002895,C202407,2024-09-17,1,0,0
M004380,C202403,2025-04-08,0,0,0
M002783,C202412,2025-08-31,1,0,0
M003924,C202404,2024-04-20,0,0,0
M006111,C202404,2024-05-05,1,0,0
M008903,C202410,2025-05-18,1,1,0
M009361,C202406,2024-09-17,1,1,0
M003116,C202409,2025-06-07,1,0,0
M001246,C202415,2025-01-30,1,0,0
M007375,C202402,2024-05-03,0,0,0
M007837,C202405,2024-07-14,0,0,0
M006510,C202408,2024-10-16,0,0,0
M003707,C202407,2024-08-22,1,0,0
M009811,C202403,2024-09-25,1,0,0
M009742,C202410,2025-06-24,0,0,0
M000129,C202403,2025-05-23,1,0,0
M007199,C202404,2024-02-23,0,1,0
M006290,C202401,2024-10-12,1,0,0
M008976,C202404,2025-07-07,0,1,0
M009773,C202403,2024-05-15,0,0,0
M004460,C202415,2025-05-10,0,1,0
M004952,C202414,2024-09-14,1,0,0
M006831,C202415,2025-01-13,0,0,0
M005677,C202402,2025-09-29,1,0,0
M001714,C202414,2025-08-04,0,1,0
M004828,C202409,2025-01-06,0,1,0
M001798,C202410,2025-02-10,0,0,0
M008506,C202414,2025-03-04,1,0,0
M006227,C202415,2024-11-29,0,1,0
M007535,C202408,2025-03-04,0,1,0
M006884,C202407,2025-04-13,1,0,0
M000440,C202404,2024-05-12,0,0,0
M008347,C202403,2024-12-01,1,0,0
M006960,C202415,2025-06-21,0,0,0
M008400,C202401,2025-08-28,0,0,0
M002604,C202410,2024-09-06,1,0,0
M001034,C202406,2025-04-09,1,0,0
M003730,C202407,2024-02-22,1,0,0
M004574,C202410,2024-06-15,1,1,0
M006392,C202405,2024-02-02,0,1,0
M000759,C202405,2024-07-04,1,0,0
M000866,C202413,2024-06-19,0,1,0
M006978,C202407,2025-01-18,1,1,1
M003806,C202403,2024-06-05,0,0,0
M008408,C202401,2024-12-02,1,0,0
M003473,C202410,2024-05-10,0,0,0
M008901,C202407,2024-08-19,1,0,0
M001406,C202414,2024-07-07,1,0,0
M001754,C202402,2025-07-27,1,0,0
M004138,C202409,2024-05-08,1,0,0
M009522,C202406,2024-08-21,0,0,0
M002771,C202401,2025-02-12,1,0,0
M000555,C202404,2025-05-16,0,0,0
M008427,C202404,2024-11-17,1,0,0
M005559,C202411,2025-09-27,0,0,0
M007961,C202402,2024-04-11,1,1,0
M005044,C202410,2025-02-11,1,0,0
M004424,C202411,2024-08-23,0,1,0
M009808,C202409,2025-02-10,0,0,0
M007793,C202410,2024-03-03,0,0,0
M000794,C202408,2024-05-09,0,0,0
M004251,C202410,2025-05-07,1,0,0
M002253,C202403,2024-12-16,0,0,0
M009289,C202415,2025-05-02,1,0,0
M003747,C202409,2025-09-27,1,0,0
M008504,C202415,2024-08-24,1,0,0
M004969,C202406,2025-02-05,0,1,0
M006776,C202413,2025-05-21,0,1,0
M008060,C202407,2025-06-17,0,0,0
M005144,C202406,2024-06-03,1,1,1
M006642,C202413,2024-03-09,0,1,0
M009953,C202408,2024-07-30,1,0,0
M005173,C202401,2025-01-25,0,0,0
M007874,C202412,2024-03-26,0,0,0
M006103,C202406,2025-01-01,0,1,0
M007097,C202413,2025-04-30,1,1,0
M005403,C202415,2025-08-10,0,1,0
M008059,C202413,2025-02-02,0,0,0
M005737,C202411,2024-08-12,1,1,1
M004433,C202405,2024-06-25,1,0,0
M003629,C202411,2024-11-24,1,0,0
M009352,C202410,2025-05-06,0,0,0
M007600,C202413,2025-09-09,1,0,0
M001420,C202402,2025-09-10,0,0,0
M002405,C202414,2025-01-15,0,1,0
M001145,C202409,2024-09-16,1,0,0
M008669,C202411,2024-05-07,1,1,1
M005217,C202402,2025-08-10,1,0,0
M009067,C202402,2025-07-08,1,1,1
M000222,C202404,2025-06-07,0,0,0
M005158,C202415,2024-12-25,1,0,0
M009408,C202410,2025-02-06,0,1,0
M007647,C202410,2025-06-04,1,1,0
M006774,C202413,2024-03-09,1,0,0
M004949,C202403,2024-05-16,1,0,0
M007086,C202401,2024-07-16,0,0,0
M004028,C202404,2024-02-26,1,0,0
M006768,C202406,2024-12-12,1,1,0
M005537,C202405,2024-05-12,1,0,0
M006167,C202410,2024-10-05,1,1,1
M004188,C202406,2025-06-05,0,0,0
M001517,C202405,2025-07-31,1,1,1
M000328,C202403,2024-11-25,0,1,0
M008827,C202409,2025-08-03,1,1,0
M000031,C202407,2024-10-12,0,0,0
M005734,C202409,2024-08-09,1,0,0
M003337,C202407,2025-03-05,0,1,0
M003763,C202404,2024-03-13,1,0,0
M003850,C202406,2024-11-17,1,0,0
M004102,C202413,2025-07-04,0,0,0
M006690,C202411,2025-06-02,1,0,0
M004839,C202405,2024-09-23,1,0,0
M000304,C202402,2024-12-02,0,0,0
M002791,C202409,2024-04-17,1,0,0
M008701,C202402,2025-09-21,1,0,0
M001687,C202415,2025-05-04,1,0,0
M004037,C202415,2024-08-27,1,0,0
M006560,C202404,2024-06-30,1,0,0
M009304,C202402,2025-06-04,1,0,0
M000880,C202409,2025-08-10,1,0,0
M004553,C202405,2024-09-28,1,1,1
M004079,C202410,2024-02-12,1,0,0
M009241,C202407,2025-01-20,1,0,0
M001591,C202410,2025-06-27,1,0,0
M000328,C202414,2025-02-11,1,0,0
M008922,C202407,2024-04-26,0,0,0
M004975,C202412,2024-05-08,1,1,0
M004802,C202408,2025-01-17,1,0,0
M004216,C202413,2024-08-18,0,0,0
M001932,C202409,2025-08-31,1,1,0
M008722,C202404,2024-04-04,1,0,0
M000623,C202413,2024-08-13,0,0,0
M000893,C202403,2025-01-02,0,0,0
M006716,C202412,2024-11-16,1,1,1
M005506,C202413,2025-06-23,0,0,0
M002996,C202404,2024-08-07,1,0,0
M004496,C202415,2024-05-05,1,0,0
M006668,C202403,2024-08-19,1,1,0
M000865,C202405,2024-07-09,0,0,0
M000112,C202412,2024-08-26,0,0,0
M007457,C202407,2025-07-05,1,0,0
M003633,C202410,2025-05-31,1,0,0
M003675,C202401,2024-05-22,1,0,0
M003573,C202409,2024-06-11,1,0,0
M002380,C202401,2025-01-21,1,1,0
M000535,C202406,2025-01-13,0,0,0
M002226,C202414,2024-10-25,0,0,0
M000698,C202408,2025-03-13,0,0,0
M003707,C202406,2024-12-28,1,0,0
M009902,C202401,2024-10-12,0,0,0
M003300,C202407,2024-10-23,1,0,0
M009379,C202413,2025-05-31,0,0,0
M007510,C202413,2024-06-18,1,1,0
M006720,C202405,2025-02-20,0,0,0
M004469,C202402,2025-06-24,1,0,0
M001485,C202405,2025-02-18,0,0,0
M005458,C202411,2025-08-14,0,0,0
M008144,C202404,2025-02-02,1,0,0
M007738,C202407,2025-09-06,0,1,0
M001424,C202406,2024-09-23,1,0,0
M002926,C202403,2025-09-28,0,0,0
M004616,C202402,2025-08-18,1,0,0
M003360,C202408,2025-02-28,1,0,0
M009523,C202408,2025-04-08,1,0,0
M003941,C202408,2024-02-29,1,0,0
M005121,C202404,2025-05-16,1,1,0
M003350,C202402,2024-10-12,0,1,0
M008334,C202403,2024-12-03,1,0,0
M008511,C202405,2024-11-23,1,0,0
M009950,C202403,2025-06-04,1,0,0
M003952,C202405,2024-09-22,1,0,0
M004168,C202412,2025-01-25,0,0,0
M008611,C202414,2024-04-14,0,0,0
M001805,C202408,2025-01-13,0,0,0
M006221,C202413,2024-12-25,1,1,1
M003059,C202408,2024-05-24,1,1,0
M009409,C202408,2024-02-09,0,0,0
M007062,C202407,2024-09-03,1,0,0
M006658,C202412,2024-04-11,1,0,0
M003950,C202403,2024-05-10,1,1,0
M009651,C202412,2025-06-25,0,0,0
M009819,C202411,2025-02-12,1,0,0
M007336,C202409,2024-04-23,1,0,0
M007823,C202402,2024-09-28,1,0,0
M003152,C202413,2024-11-04,0,0,0
M000254,C202407,2024-03-06,1,0,0
M009093,C202408,2025-09-07,1,1,0
M009217,C202409,2025-06-30,1,0,0
M009893,C202401,2025-01-11,1,1,0
M006205,C202407,2024-05-27,1,0,0
M008373,C202405,2025-08-19,0,0,0
M007904,C202405,2025-07-31,1,0,0
M006236,C202414,2025-03-06,0,0,0
M001494,C202406,2025-07-17,1,1,1
M004272,C202412,2025-05-17,1,0,0
M002398,C202414,2024-06-07,0,0,0
M009009,C202403,2024-11-22,0,0,0
M008704,C202410,2024-04-13,0,0,0
M009350,C202414,2024-02-04,1,0,0
M005214,C202404,2024-12-16,1,1,0
M004096,C202402,2024-06-23,0,0,0
M003551,C202406,2024-10-26,0,1,0
M005405,C202414,2024-02-11,1,1,1
M006059,C202414,2025-06-05,1,0,0
M001913,C202401,2025-01-05,0,1,0
M001996,C202401,2024-11-26,1,0,0
M004260,C202406,2024-06-05,0,1,0
M008107,C202403,2025-05-12,0,0,0
M009731,C202408,2025-02-23,1,0,0
M000361,C202404,2024-06-13,0,0,0
M009106,C202402,2025-08-30,0,1,0
M007200,C202411,2024-09-14,0,1,0
M007074,C202406,2024-11-04,1,0,0
M008645,C202415,2024-06-12,1,0,0
M009725,C202410,2024-12-30,1,0,0
M004626,C202409,2025-07-04,0,1,0
M005142,C202402,2025-04-04,1,1,1
M000664,C202404,2024-05-15,1,0,0
M000612,C202401,2024-08-25,1,0,0
M005495,C202410,2025-01-30,1,1,0
M001199,C202413,2024-08-10,1,0,0
M001151,C202412,2024-08-27,1,0,0
M006051,C202404,2025-03-29,0,0,0
M006337,C202414,2025-08-15,1,1,0
M005518,C202403,2025-08-14,1,0,0
M008672,C202409,2024-11-26,0,0,0
M009648,C202402,2024-04-19,1,1,0
M002385,C202401,2024-07-15,0,0,0
M004246,C202410,2025-03-19,1,0,0
M006703,C202407,2025-06-18,1,0,0
M005983,C202414,2024-03-01,1,0,0
M001754,C202404,2024-08-23,0,1,0
M000407,C202401,2024-05-06,0,0,0
M004646,C202409,2024-07-04,1,0,0
M002828,C202405,2025-02-12,0,0,0
M002875,C202402,2025-04-22,0,0,0
M009290,C202408,2025-01-20,1,1,0
M003438,C202414,2025-02-02,1,1,0
M007272,C202403,2024-12-03,1,1,0
M003557,C202402,2025-09-14,0,1,0
M006649,C202408,2025-09-26,0,0,0
M007049,C202406,2025-08-11,1,0,0
M004949,C202407,2025-05-23,0,1,0
M007988,C202414,2025-08-24,0,0,0
M000322,C202414,2025-08-21,1,0,0
M003789,C202408,2024-04-27,1,1,0
M008299,C202406,2025-03-30,0,1,0
M007442,C202410,2025-07-01,1,0,0
M003578,C202411,2025-07-08,1,1,0
M008165,C202406,2025-08-13,1,0,0
M005047,C202411,2024-11-10,0,1,0
M002554,C202407,2025-04-29,0,0,0
M001978,C202414,2024-11-06,1,0,0
M005659,C202408,2024-07-03,1,0,0
M001879,C202401,2025-07-26,1,0,0
M009709,C202406,2025-04-24,0,0,0
M000537,C202413,2025-09-20,1,0,0
M007513,C202407,2024-12-13,0,0,0
M002461,C202408,2025-03-18,1,1,0
M006763,C202411,2024-07-02,0,1,0
M004764,C202411,2024-09-16,0,1,0
M008875,C202401,2024-12-01,1,1,0
M002013,C202408,2025-04-24,1,0,0
M001998,C202403,2024-04-04,1,0,0
M007626,C202411,2025-08-08,1,0,0
M000584,C202413,2025-02-04,1,0,0
M004975,C202409,2025-05-30,1,1,0
M001862,C202408,2024-02-06,1,0,0
M006755,C202403,2024-05-13,0,1,0
M004418,C202401,2025-04-23,1,1,1
M008156,C202411,2025-01-10,0,1,0
M005005,C202406,2024-03-05,0,0,0
M001597,C202410,2025-09-02,0,0,0
M008225,C202409,2025-07-13,1,0,0
M002875,C202407,2025-02-01,0,0,0
M006138,C202401,2024-09-04,1,0,0
M003109,C202408,2024-11-01,1,0,0
M002670,C202404,2024-09-03,0,0,0
M008652,C202408,2025-07-24,0,0,0
M006576,C202414,2024-08-02,1,0,0
M003719,C202415,2024-06-27,0,0,0
M007272,C202414,2024-06-18,1,0,0
M001645,C202404,2025-02-06,0,0,0
M001956,C202414,2024-12-06,1,1,0
M007131,C202409,2024-03-09,1,1,0
M006513,C202415,2024-08-22,1,0,0
M000540,C202401,2025-08-16,1,0,0
M002229,C202412,2025-06-12,1,0,0
M000249,C202415,2024-05-04,1,0,0
M006284,C202409,2024-09-09,1,0,0
M003217,C202412,2025-08-29,1,1,0
M004284,C202401,2024-04-21,1,1,0
M002071,C202411,2024-05-10,1,0,0
M009410,C202409,2025-09-08,1,0,0
M005089,C202408,2025-02-23,0,0,0
M009917,C202409,2024-03-10,1,1,0
M003571,C202412,2024-10-28,1,0,0
M008327,C202402,2024-10-11,1,0,0
M008501,C202405,2025-01-10,0,0,0
M006728,C202404,2025-05-30,1,0,0
M006616,C202409,2024-09-13,0,1,0
M002188,C202414,2025-04-11,0,0,0
M008021,C202415,2025-02-04,0,1,0
M004028,C202408,2024-08-24,1,0,0
M006378,C202408,2024-03-12,1,0,0
M000258,C202402,2024-03-12,1,0,0
M009794,C202401,2025-03-09,0,0,0
M009381,C202404,2025-06-24,1,1,0
M000016,C202406,2024-07-09,1,0,0
M007953,C202415,2025-01-14,1,0,0
M004665,C202407,2025-07-12,0,1,0
M007420,C202410,2025-02-05,0,1,0
M005019,C202411,2025-02-19,1,0,0
M003378,C202402,2024-02-05,0,1,0
M003841,C202401,2025-01-21,1,0,0
M001791,C202403,2024-05-29,1,0,0
M005249,C202406,2024-09-13,0,1,0
M002021,C202408,2025-05-03,0,0,0
M004586,C202401,2024-12-23,0,0,0
M008557,C202403,2024-12-09,1,0,0
M004009,C202411,2024-11-09,0,1,0
M004266,C202414,2024-11-14,1,0,0
M005317,C202407,2025-03-02,0,0,0
M003722,C202401,2024-10-18,0,0,0
M002135,C202414,2024-10-03,1,0,0
M005657,C202412,2025-01-21,0,0,0
M004009,C202406,2025-06-21,0,1,0
M001758,C202414,2024-12-27,1,1,1
M008509,C202404,2024-04-18,1,1,0
M006574,C202411,2025-09-03,1,0,0
M000165,C202401,2024-02-13,0,0,0
M005114,C202401,2024-09-27,0,1,0
M001623,C202407,2025-03-06,0,1,0
M000071,C202401,2024-05-28,1,1,0
M001990,C202414,2024-06-21,0,1,0
M001460,C202414,2025-03-22,0,1,0
M005023,C202401,2024-11-02,1,0,0
M005092,C202405,2024-03-10,0,0,0
M008606,C202407,2025-04-14,1,1,0
M004032,C202412,2025-04-26,0,0,0
M002503,C202410,2024-07-17,1,1,0
M005288,C202410,2025-01-11,1,0,0
M009395,C202408,2024-11-15,1,0,0
M008888,C202408,2025-01-28,1,0,0
M003245,C202414,2024-11-09,1,0,0
M007452,C202409,2024-05-21,1,0,0
M007328,C202407,2025-07-25,1,0,0
M006238,C202413,2025-01-27,1,1,0
M002514,C202404,2025-08-25,0,0,0
M008598,C202414,2024-02-21,0,1,0
M009183,C202411,2024-07-22,1,0,0
M003392,C202411,2024-11-21,1,1,0
M004082,C202405,2024-12-02,0,0,0
M002769,C202408,2025-04-28,1,1,0
M000729,C202411,2024-06-03,0,1,0
M006184,C202401,2024-07-01,0,0,0
M003407,C202412,2025-07-01,1,1,0
M008936,C202410,2024-06-25,0,1,0
M006420,C202401,2025-03-06,0,1,0
M004860,C202401,2025-04-24,1,0,0
M003115,C202405,2024-12-31,0,0,0
M004842,C202415,2025-06-09,0,1,0
M002615,C202415,2025-07-03,0,1,0
M005561,C202407,2025-03-12,1,1,1
M005639,C202402,2025-06-06,0,0,0
M002071,C202409,2025-07-25,1,0,0
M000325,C202409,2025-09-16,0,1,0
M008595,C202412,2024-11-25,1,1,0
M006158,C202412,2025-02-15,1,0,0
M006371,C202405,2024-10-24,1,0,0
M001141,C202402,2025-09-07,1,0,0
M008998,C202410,2025-06-22,0,0,0
M002145,C202401,2025-05-17,1,1,0
M001658,C202415,2024-06-13,1,0,0
M000283,C202414,2025-02-01,0,0,0
M003977,C202406,2024-05-14,1,1,1
M009526,C202402,2024-10-30,1,0,0
M003244,C202409,2024-08-23,1,1,0
M007004,C202401,2025-09-26,0,1,0
M004210,C202403,2024-04-10,1,0,0
M004720,C202402,2024-11-24,1,1,0
M003438,C202414,2024-12-18,1,0,0
M008676,C202414,2024-12-29,1,0,0
M003799,C202413,2024-02-04,1,0,0
M006695,C202404,2025-03-13,1,1,0
M001391,C202407,2024-03-27,1,0,0
M003669,C202412,2024-11-24,1,0,0
M003993,C202401,2024-02-15,1,0,0
M000037,C202405,2024-06-11,1,0,0
M003055,C202411,2025-04-08,1,0,0
M001071,C202415,2024-02-19,0,0,0
M001637,C202410,2025-08-07,1,0,0
M005318,C202410,2024-02-18,1,0,0
M002385,C202413,2024-11-07,1,0,0
M003397,C202408,2024-06-03,1,0,0
M007731,C202402,2025-07-22,1,0,0
M002016,C202409,2025-09-07,0,0,0
M003979,C202412,2025-02-20,1,0,0
M004163,C202409,2025-07-21,1,0,0
M006283,C202411,2024-09-15,0,0,0
M002079,C202409,2024-09-13,0,0,0
M008197,C202405,2025-09-03,1,0,0
M006623,C202409,2024-12-29,0,0,0
M007450,C202406,2024-12-16,0,0,0
M001435,C202415,2025-06-08,1,1,1
M008288,C202408,2025-05-02,1,0,0
M007229,C202403,2025-07-21,0,0,0
M005177,C202411,2024-03-08,1,0,0
M005632,C202412,2024-10-22,1,0,0
M003861,C202412,2024-05-10,1,0,0
M009024,C202412,2024-06-11,1,0,0
M001862,C202403,2024-07-31,0,0,0
M003293,C202409,2024-12-25,1,0,0
M009417,C202406,2024-05-11,1,0,0
M008627,C202411,2024-02-16,0,1,0
M001031,C202401,2024-12-19,0,1,0
M002666,C202413,2024-10-10,0,1,0
M005622,C202413,2024-04-19,0,0,0
M009119,C202401,2024-11-11,1,0,0
M006129,C202404,2024-06-22,1,0,0
M001824,C202401,2024-10-07,0,0,0
M004752,C202412,2024-11-30,0,0,0
M004703,C202411,2025-07-15,0,0,0
M002008,C202403,2024-07-16,1,1,0
M009976,C202404,2024-09-30,1,1,0
M006240,C202414,2024-07-28,0,0,0
M004315,C202404,2024-08-02,1,0,0
M001669,C202405,2024-10-24,1,0,0
M006496,C202407,2024-03-23,1,1,0
M009675,C202413,2024-03-13,1,0,0
M005232,C202411,2024-04-25,0,1,0
M001350,C202407,2025-01-20,1,1,0
M000205,C202405,2025-08-17,1,0,0
M002067,C202406,2024-02-26,1,0,0
M002865,C202401,2024-10-24,1,0,0
M007986,C202408,2025-01-05,1,0,0
M006786,C202401,2024-04-27,1,1,1
M006235,C202403,2025-01-05,0,0,0
M009222,C202404,2024-04-02,1,0,0
M009457,C202407,2025-05-21,0,0,0
M003585,C202406,2024-03-20,0,0,0
M001808,C202404,2024-12-27,0,0,0
M004247,C202402,2025-08-14,1,0,0
M000926,C202415,2024-10-11,1,0,0
M007616,C202404,2025-04-01,1,0,0
M002077,C202410,2024-08-20,0,0,0
M004671,C202411,2024-03-09,1,1,0
M004676,C202413,2025-05-30,1,0,0
M008015,C202401,2024-05-08,1,0,0
M007661,C202401,2025-05-24,0,1,0
M009103,C202408,2024-07-12,0,0,0
M001473,C202402,2025-07-30,0,1,0
M007045,C202406,2025-05-20,0,1,0
M005460,C202409,2025-02-22,1,1,1
M003234,C202412,2024-04-15,1,0,0
M002888,C202412,2024-04-13,0,1,0
M005212,C202402,2024-02-28,1,1,0
M007318,C202407,2025-09-03,0,0,0
M008606,C202414,2025-04-25,1,0,0
M009885,C202414,2024-05-08,1,1,0
M000075,C202402,2024-09-26,1,1,0
M000814,C202405,2024-12-19,1,0,0
M004642,C202407,2024-05-25,1,0,0
M002261,C202411,2025-04-23,1,0,0
M006999,C202408,2024-09-13,1,1,0
M004492,C202411,2025-03-11,1,0,0
M006320,C202411,2025-09-24,0,0,0
M003279,C202404,2025-06-20,1,0,0
M006501,C202409,2025-07-14,0,0,0
M002705,C202408,2024-07-23,1,1,0
M001389,C202415,2025-01-27,1,1,1
M004772,C202404,2025-07-20,0,0,0
M008591,C202413,2024-02-29,0,1,0
M000909,C202406,2025-04-15,1,1,0
M004656,C202407,2024-02-12,1,1,0
M006740,C202411,2025-03-30,1,1,1
M001617,C202408,2024-08-31,1,1,0
M003595,C202405,2024-04-22,0,0,0
M000103,C202401,2024-12-17,1,1,0
M000640,C202405,2024-11-18,1,1,0
M007820,C202408,2025-09-16,1,1,0
M009730,C202405,2025-07-29,1,0,0
M007501,C202406,2025-06-05,1,0,0
M008765,C202410,2024-11-15,1,1,0
M000254,C202404,2025-03-25,1,1,0
M003938,C202415,2025-05-13,0,0,0
M004217,C202401,2024-05-31,0,0,0
M007080,C202409,2024-12-17,1,0,0
M005798,C202401,2025-04-22,1,0,0
M009144,C202402,2025-03-04,0,1,0
M002108,C202401,2024-12-07,1,0,0
M002722,C202406,2024-07-17,0,1,0
M001972,C202407,2024-05-16,1,1,0
M000614,C202405,2025-08-28,0,0,0
M005309,C202410,2024-11-05,1,0,0
M006889,C202404,2024-06-21,1,0,0
M008241,C202407,2025-02-25,0,1,0
M004120,C202408,2024-07-24,1,1,1
M008366,C202404,2024-05-21,0,0,0
M000391,C202415,2024-04-09,1,0,0
M002834,C202411,2024-07-24,0,0,0
M003380,C202404,2024-03-19,0,0,0
M000265,C202402,2024-07-09,0,0,0
M007800,C202409,2025-05-16,1,0,0
M000418,C202401,2025-07-02,1,0,0
M000032,C202401,2025-01-19,1,0,0
M004191,C202408,2024-08-10,1,1,0
M003335,C202405,2024-11-05,0,0,0
M002483,C202411,2025-01-02,0,0,0
M003608,C202412,2025-07-12,1,1,0
M004441,C202404,2024-07-31,0,0,0
M002934,C202412,2025-01-10,1,1,0
M007870,C202405,2024-08-07,1,0,0
M007629,C202414,2025-01-06,1,0,0
M006458,C202414,2025-03-29,1,1,1
M003644,C202404,2024-11-29,0,0,0
M007751,C202412,2024-11-09,0,1,0
M002655,C202410,2024-03-18,0,0,0
M009756,C202413,2024-11-26,0,1,0
M003157,C202412,2025-09-05,0,0,0
M006571,C202411,2024-05-10,0,1,0
M009167,C202415,2025-07-20,0,1,0
M002320,C202414,2024-09-22,0,0,0
M007164,C202411,2025-08-06,0,0,0
M003215,C202412,2025-02-28,0,0,0
M003589,C202403,2024-05-09,1,0,0
M003386,C202402,2024-05-09,1,1,1
M000317,C202414,2025-07-19,1,0,0
M006962,C202409,2025-08-25,0,0,0
M000270,C202412,2024-09-04,1,0,0
M007041,C202413,2024-03-05,1,0,0
M003268,C202414,2024-12-02,1,1,1
M000108,C202405,2025-04-08,1,1,0
M008547,C202414,2025-06-30,0,1,0
M000376,C202406,2025-05-17,1,0,0
M003959,C202406,2025-05-21,1,1,0
M001201,C202405,2025-04-05,1,0,0
M000346,C202411,2024-11-29,1,0,0
M006958,C202402,2024-08-30,1,0,0
M009324,C202412,2025-03-09,0,0,0
M009457,C202410,2024-10-15,0,0,0
M000983,C202409,2024-04-16,0,0,0
M005391,C202415,2025-09-24,0,1,0
M008806,C202401,2025-07-15,0,0,0
M002998,C202404,2025-03-30,0,1,0
M006728,C202402,2024-08-30,1,0,0
M005269,C202402,2024-11-26,1,0,0
M005514,C202403,2024-06-13,0,0,0
M004717,C202404,2025-05-22,1,0,0
M007019,C202405,2024-04-13,1,1,0
M003072,C202407,2025-03-31,1,0,0
M009520,C202401,2024-12-23,0,0,0
M007706,C202406,2025-07-05,1,0,0
M004156,C202407,2025-04-26,0,1,0
M003694,C202410,2024-04-19,1,0,0
M000019,C202405,2024-07-01,0,1,0
M007995,C202401,2025-07-22,1,0,0
M001831,C202405,2025-09-21,0,0,0
M003996,C202409,2024-02-25,1,0,0
M007472,C202401,2024-05-14,1,0,0
M006274,C202401,2025-04-28,1,0,0
M002239,C202401,2024-10-20,1,0,0
M009668,C202409,2024-03-20,1,0,0
M000498,C202414,2024-10-30,1,1,1
M003193,C202413,2025-05-10,0,0,0
M002053,C202406,2024-03-29,1,0,0
M003698,C202409,2025-02-04,0,0,0
M007719,C202412,2024-05-12,1,1,0
M004260,C202405,2025-06-21,1,0,0
M003773,C202406,2025-01-26,0,1,0
M007640,C202410,2025-07-02,1,1,0
M002485,C202405,2025-04-13,0,0,0
M004461,C202403,2025-05-24,0,0,0
M002336,C202415,2024-08-06,1,0,0
M005316,C202406,2024-09-19,0,1,0
M004244,C202414,2024-07-27,0,0,0
M009314,C202403,2025-04-26,0,0,0
M004194,C202402,2025-08-18,1,1,1
M002253,C202408,2025-03-03,1,0,0
M004373,C202410,2025-01-26,1,0,0
M007416,C202411,2025-04-14,1,1,0
M004605,C202414,2025-07-11,1,1,1
M000794,C202411,2024-08-21,0,0,0
M000367,C202408,2025-03-19,1,0,0
M002489,C202414,2025-07-25,0,0,0
M001212,C202402,2025-09-23,0,1,0
M007201,C202410,2024-10-03,1,1,0
M006218,C202414,2025-06-28,1,1,0
M008642,C202411,2025-03-19,0,0,0
M006822,C202412,2024-05-10,1,0,0
M009425,C202410,2025-06-01,1,0,0
M003247,C202403,2025-01-04,1,1,0
M005269,C202409,2024-12-13,1,1,0
M001121,C202410,2024-11-03,1,1,1
M007838,C202405,2024-06-12,1,0,0
M006582,C202415,2025-05-06,1,0,0
M004515,C202403,2025-04-06,0,1,0
M008138,C202403,2024-11-03,1,1,0
M002207,C202410,2024-02-17,1,0,0
M006039,C202404,2024-08-21,1,1,1
M002923,C202412,2024-05-16,1,0,0
M009118,C202411,2024-06-18,0,0,0
M005243,C202411,2025-01-19,0,0,0
M005061,C202403,2025-06-27,1,0,0
M001583,C202408,2024-10-20,1,0,0
M009317,C202415,2025-01-23,0,0,0
M005669,C202413,2025-08-06,0,0,0
M005427,C202412,2025-08-19,0,1,0
M008118,C202414,2025-02-28,1,0,0
M009562,C202402,2024-02-11,1,1,0
M006420,C202411,2024-02-26,1,1,0
M001782,C202403,2024-10-19,0,0,0
M006265,C202410,2024-07-01,1,1,1
M001478,C202410,2025-08-14,1,0,0
M007236,C202411,2024-04-30,1,0,0
M009385,C202413,2025-05-09,0,1,0
M008074,C202413,2025-06-23,0,0,0
M000029,C202402,2024-11-21,1,0,0
M005354,C202402,2024-04-29,1,1,0
M002687,C202411,2024-04-09,1,0,0
