member_id,join_date,age,gender,language_pref,zipcode,employment_status,income_bracket,channel_signup,churn_flag
M008696,2024-01-19,51,f,spanish,80218,full_time,75k_100k,online,0
M008697,2024-01-30,68,f,english,80120,part_time,25k_50k,event,0
M008698,2024-02-18,23,f,spanish,67208,part_time,100k_plus,online,0
M008699,2024-06-28,39,m,english,80033,student,50k_75k,online,0
M008700,2025-01-04,26,f,spanish,67213,unemployed,under_25k,online,0
M008701,2025-01-29,59,f,spanish,80212,full_time,under_25k,event,0
M008702,2025-08-12,33,f,english,67207,student,25k_50k,online,0
M008703,2025-05-10,23,m,english,80219,full_time,25k_50k,online,0
M008704,2025-03-06,48,f,spanish,80211,retired,100k_plus,online,0
M008705,2024-07-25,61,unknown,spanish,80111,student,75k_100k,online,0
M008706,2024-02-04,48,f,english,80030,full_time,25k_50k,online,1
M008707,2025-08-05,42,f,english,80010,retired,25k_50k,branch,0
M008708,2025-02-16,45,f,other,80227,part_time,75k_100k,branch,0
M008709,2024-12-29,57,f,english,67212,part_time,100k_plus,branch,0
M008710,2024-11-05,30,m,english,80123,unemployed,25k_50k,referral,0
M008711,2024-10-05,39,m,spanish,80218,full_time,50k_75k,online,0
M008712,2024-05-31,35,f,english,80203,unemployed,100k_plus,online,0
M008713,2024-08-14,26,m,spanish,67211,full_time,75k_100k,branch,0
M008714,2024-08-30,36,f,english,67206,full_time,100k_plus,online,0
M008715,2024-01-10,53,f,spanish,80222,full_time,25k_50k,referral,0
M008716,2025-01-26,47,f,english,67208,full_time,75k_100k,referral,0
M008717,2024-02-17,48,f,spanish,67226,part_time,under_25k,online,0
M008718,2025-09-15,42,m,english,80207,full_time,50k_75k,branch,0
M008719,2024-07-22,46,m,english,67227,unemployed,25k_50k,online,0
M008720,2024-06-05,30,m,english,80219,full_time,75k_100k,online,0
M008721,2024-01-26,36,f,english,67219,full_time,25k_50k,referral,0
M008722,2025-02-24,42,unknown,english,80207,retired,75k_100k,online,0
M008723,2024-09-20,43,m,spanish,80015,student,75k_100k,online,0
M008724,2025-06-12,44,m,english,80015,part_time,100k_plus,online,0
M008725,2025-08-10,38,m,spanish,80211,full_time,75k_100k,online,0
M008726,2025-04-14,35,f,spanish,80015,student,50k_75k,online,0
M008727,2024-09-10,78,f,english,80022,full_time,75k_100k,branch,0
M008728,2025-06-29,51,f,english,67218,unemployed,25k_50k,branch,0
M008729,2024-05-26,45,f,english,80030,part_time,75k_100k,branch,0
M008730,2024-11-21,37,f,english,80120,retired,75k_100k,online,0
M008731,2024-12-03,35,m,english,67213,student,50k_75k,online,0
M008732,2024-04-27,38,m,english,67219,part_time,100k_plus,online,0
M008733,2024-06-13,44,f,english,80218,student,50k_75k,referral,0
M008734,2025-07-03,18,f,english,67227,part_time,under_25k,online,0
M008735,2024-07-16,21,m,english,80205,full_time,25k_50k,online,0
M008736,2025-01-08,32,m,english,80226,full_time,under_25k,online,0
M008737,2025-07-31,42,f,english,80224,full_time,25k_50k,online,1
M008738,2025-08-14,37,m,english,67212,student,25k_50k,branch,0
M008739,2025-07-17,58,f,english,80017,part_time,50k_75k,online,0
M008740,2024-05-08,22,f,english,80111,part_time,75k_100k,branch,0
M008741,2025-02-17,31,m,english,80123,retired,under_25k,event,0
M008742,2025-01-14,58,f,english,80206,full_time,50k_75k,referral,0
M008743,2024-01-01,42,m,english,80022,full_time,under_25k,online,0
M008744,2024-06-15,51,m,english,80015,full_time,100k_plus,online,0
M008745,2024-01-16,65,m,english,80110,full_time,100k_plus,branch,0
M008746,2024-04-21,32,f,english,67206,full_time,50k_75k,event,1
M008747,2025-01-02,39,f,english,67208,full_time,75k_100k,branch,0
M008748,2024-04-11,37,m,other,80231,part_time,50k_75k,online,0
M008749,2025-08-16,18,f,english,80012,full_time,50k_75k,online,0
M008750,2025-02-09,36,m,english,67208,full_time,25k_50k,online,0
M008751,2025-05-21,51,f,english,80231,unemployed,75k_100k,online,1
M008752,2025-09-02,46,f,english,67227,unemployed,50k_75k,online,0
M008753,2024-02-09,47,f,spanish,80218,part_time,100k_plus,branch,0
M008754,2025-07-01,35,m,english,80231,full_time,100k_plus,online,1
M008755,2025-01-15,32,m,spanish,80206,retired,25k_50k,online,1
M008756,2025-05-30,55,m,english,80203,full_time,50k_75k,online,1
M008757,2025-05-11,34,m,spanish,67204,full_time,50k_75k,online,1
M008758,2024-10-07,44,f,english,67206,part_time,100k_plus,online,0
M008759,2024-12-16,42,m,english,67212,full_time,75k_100k,referral,1
M008760,2024-11-29,58,m,english,80226,unemployed,50k_75k,branch,1
M008761,2025-06-07,52,m,spanish,80012,retired,75k_100k,online,0
M008762,2024-10-09,24,f,spanish,80014,full_time,50k_75k,branch,0
M008763,2024-11-14,26,f,english,80227,full_time,100k_plus,online,0
M008764,2025-02-17,47,m,english,80121,full_time,under_25k,branch,0
M008765,2025-08-16,39,m,english,80224,retired,under_25k,online,0
M008766,2024-01-14,35,f,spanish,67208,full_time,50k_75k,online,0
M008767,2024-02-25,52,m,english,80219,full_time,25k_50k,online,0
M008768,2025-02-06,42,f,english,80022,full_time,50k_75k,online,0
M008769,2024-12-07,41,f,english,80207,full_time,under_25k,online,1
M008770,2024-07-17,49,m,english,67203,unemployed,50k_75k,branch,0
M008771,2024-10-18,35,m,english,80110,unemployed,25k_50k,online,0
M008772,2025-03-16,59,m,english,80207,full_time,25k_50k,online,0
M008773,2024-03-18,31,f,english,80226,full_time,50k_75k,branch,0
M008774,2024-04-21,48,f,english,80033,full_time,100k_plus,branch,0
M008775,2025-06-18,57,m,english,80231,student,75k_100k,online,0
M008776,2025-01-09,23,m,spanish,80121,full_time,25k_50k,online,0
M008777,2024-04-25,36,f,english,80122,full_time,50k_75k,referral,0
M008778,2024-05-21,54,m,spanish,67208,full_time,100k_plus,branch,0
M008779,2024-07-15,54,m,english,67211,full_time,50k_75k,branch,0
M008780,2025-06-23,38,f,english,80123,student,50k_75k,online,1
M008781,2024-10-25,31,f,spanish,80209,full_time,100k_plus,online,0
M008782,2024-03-16,51,m,english,80231,full_time,25k_50k,online,0
M008783,2025-06-13,54,m,english,80211,student,75k_100k,online,0
M008784,2024-04-09,26,f,english,80211,student,25k_50k,branch,0
M008785,2025-04-23,26,m,other,80206,full_time,100k_plus,branch,0
M008786,2025-04-12,43,f,english,80110,full_time,under_25k,branch,0
M008787,2025-09-27,48,f,english,67219,retired,100k_plus,online,0
M008788,2024-10-18,36,m,english,80012,full_time,75k_100k,online,0
M008789,2024-05-04,48,f,spanish,80205,part_time,25k_50k,branch,0
M008790,2025-06-02,31,m,english,80111,full_time,75k_100k,branch,1
M008791,2024-01-23,18,f,english,67227,full_time,100k_plus,online,0
M008792,2024-06-10,35,f,english,80206,full_time,under_25k,branch,0
M008793,2025-09-20,41,f,spanish,80123,full_time,100k_plus,online,0
M008794,2025-05-20,37,f,english,67202,full_time,50k_75k,online,0
M008795,2024-01-21,26,m,english,80231,retired,under_25k,online,0
M008796,2025-04-08,18,m,english,80033,full_time,under_25k,online,1
M008797,2025-04-27,34,m,english,80120,part_time,100k_plus,online,0
M008798,2025-05-16,51,f,spanish,80223,part_time,100k_plus,branch,0
M008799,2024-11-04,55,f,spanish,80222,full_time,100k_plus,referral,0
M008800,2025-08-18,54,m,english,80122,student,50k_75k,online,0
M008801,2025-07-06,30,m,english,80211,student,100k_plus,branch,0
M008802,2024-07-21,26,m,spanish,80212,full_time,50k_75k,online,0
M008803,2025-02-19,46,f,english,80022,full_time,under_25k,referral,0
M008804,2024-05-21,48,m,english,80218,unemployed,50k_75k,online,0
M008805,2025-09-06,45,f,english,80111,part_time,100k_plus,online,0
M008806,2024-04-16,18,m,english,80120,student,75k_100k,referral,0
M008807,2025-06-12,30,m,english,80227,student,25k_50k,branch,1
M008808,2025-06-20,40,m,english,67214,part_time,75k_100k,online,0
M008809,2025-07-29,46,m,other,80111,full_time,50k_75k,referral,0
M008810,2024-10-17,49,m,spanish,67227,unemployed,under_25k,online,0
M008811,2024-11-06,42,m,english,80112,student,25k_50k,branch,1
M008812,2025-01-19,44,m,english,80012,retired,under_25k,branch,0
M008813,2024-02-22,41,m,spanish,67207,full_time,25k_50k,online,0
M008814,2025-08-07,48,f,english,80122,retired,75k_100k,branch,0
M008815,2024-07-01,44,f,english,80033,student,25k_50k,online,0
M008816,2025-01-03,41,f,english,80012,student,50k_75k,online,0
M008817,2024-01-13,37,m,english,80218,full_time,75k_100k,online,1
M008818,2025-07-12,41,f,english,80111,part_time,50k_75k,referral,0
M008819,2024-06-08,46,m,english,67219,full_time,under_25k,online,0
M008820,2024-10-10,43,m,english,80206,part_time,50k_75k,online,0
M008821,2025-07-18,45,m,english,67208,part_time,50k_75k,branch,0
M008822,2024-10-13,56,m,english,80216,full_time,50k_75k,branch,0
M008823,2024-01-08,43,m,spanish,80122,full_time,50k_75k,branch,0
M008824,2024-03-12,32,m,english,80219,full_time,50k_75k,referral,0
M008825,2024-04-07,51,m,english,80030,student,25k_50k,online,0
M008826,2024-03-27,24,m,spanish,80204,full_time,75k_100k,referral,0
M008827,2024-04-10,27,f,english,80202,full_time,25k_50k,branch,0
M008828,2024-10-07,44,f,spanish,80015,student,50k_75k,branch,0
M008829,2024-10-15,46,f,english,80022,part_time,75k_100k,online,0
M008830,2024-07-14,25,m,english,80123,unemployed,75k_100k,online,0
M008831,2025-01-25,35,m,english,80202,full_time,50k_75k,online,0
M008832,2025-08-31,33,f,english,80220,part_time,75k_100k,branch,0
M008833,2025-03-25,34,m,spanish,80016,full_time,75k_100k,online,0
M008834,2025-01-02,51,f,english,80223,student,50k_75k,online,0
M008835,2025-03-05,48,f,english,80209,student,100k_plus,branch,0
M008836,2024-04-05,40,m,english,67212,student,25k_50k,branch,0
M008837,2024-09-17,33,m,spanish,67203,full_time,50k_75k,online,0
M008838,2025-05-26,24,f,spanish,80211,unemployed,75k_100k,online,0
M008839,2024-04-30,57,m,english,80204,unemployed,100k_plus,branch,0
M008840,2024-12-31,47,m,english,80223,full_time,25k_50k,online,0
M008841,2024-11-27,32,f,spanish,67227,part_time,50k_75k,referral,0
M008842,2024-02-21,49,f,english,80030,retired,under_25k,branch,0
M008843,2025-01-30,39,f,spanish,80110,full_time,50k_75k,branch,0
M008844,2024-11-13,37,m,english,80222,part_time,25k_50k,online,0
M008845,2024-10-03,45,f,english,67207,part_time,100k_plus,online,0
M008846,2025-08-19,31,m,english,67212,part_time,under_25k,referral,0
M008847,2024-07-12,36,m,other,80030,part_time,under_25k,online,0
M008848,2024-01-21,41,f,spanish,80111,full_time,50k_75k,branch,0
M008849,2025-02-02,34,m,spanish,80015,full_time,50k_75k,online,0
M008850,2024-07-20,48,f,english,80207,retired,25k_50k,branch,0
M008851,2025-04-10,62,f,english,80231,retired,25k_50k,online,0
M008852,2024-05-30,31,m,spanish,80015,student,100k_plus,online,0
M008853,2024-06-07,20,f,english,80202,full_time,50k_75k,branch,1
M008854,2024-11-05,18,f,spanish,67204,student,under_25k,branch,0
M008855,2025-05-18,38,f,english,80216,full_time,under_25k,branch,0
M008856,2024-01-26,32,f,english,80120,part_time,under_25k,online,0
M008857,2024-03-06,42,m,english,67206,part_time,50k_75k,online,0
M008858,2024-09-19,42,f,english,67202,full_time,100k_plus,referral,0
M008859,2025-04-16,21,m,english,80226,full_time,75k_100k,online,0
M008860,2024-06-15,18,f,english,67212,retired,50k_75k,branch,0
M008861,2024-06-02,44,f,english,67207,retired,75k_100k,event,0
M008862,2024-12-08,42,f,spanish,80218,full_time,75k_100k,branch,0
M008863,2025-02-16,35,f,english,80205,full_time,50k_75k,online,0
M008864,2024-07-02,20,f,english,80227,full_time,50k_75k,referral,0
M008865,2024-07-12,46,f,english,80231,full_time,25k_50k,online,0
M008866,2024-01-02,55,f,english,67227,unemployed,25k_50k,online,0
M008867,2024-08-02,43,m,english,80111,full_time,25k_50k,online,0
M008868,2025-08-09,30,m,english,80120,retired,75k_100k,online,1
M008869,2025-09-30,41,m,english,67206,part_time,50k_75k,referral,0
M008870,2025-04-27,24,f,english,80202,full_time,25k_50k,online,0
M008871,2025-07-14,53,m,english,80014,part_time,under_25k,online,0
M008872,2024-02-01,41,m,english,80218,part_time,50k_75k,online,0
M008873,2024-01-15,19,m,english,67204,student,75k_100k,branch,0
M008874,2024-11-13,36,m,spanish,80231,full_time,75k_100k,online,0
M008875,2024-08-30,46,m,english,67214,full_time,75k_100k,online,0
M008876,2024-01-17,36,m,spanish,80202,student,75k_100k,online,0
M008877,2025-06-17,37,m,english,80202,full_time,50k_75k,online,0
M008878,2024-03-21,25,f,spanish,80204,retired,100k_plus,online,0
M008879,2025-03-11,47,m,spanish,80120,full_time,50k_75k,event,0
M008880,2024-01-08,32,f,english,80022,full_time,25k_50k,branch,0
M008881,2024-10-13,18,f,english,67214,part_time,50k_75k,online,0
M008882,2024-07-04,36,m,english,80121,full_time,50k_75k,branch,0
M008883,2025-06-07,52,m,english,67227,full_time,50k_75k,online,1
M008884,2025-02-25,35,f,english,80110,full_time,75k_100k,branch,0
M008885,2025-04-10,61,m,spanish,80211,full_time,75k_100k,online,0
M008886,2024-03-23,45,f,spanish,67212,full_time,25k_50k,online,0
M008887,2025-07-20,44,m,english,80017,part_time,25k_50k,branch,0
M008888,2025-09-28,38,f,english,67219,student,50k_75k,referral,1
M008889,2025-04-27,39,other,english,80211,full_time,under_25k,online,1
M008890,2024-11-20,37,f,english,67204,part_time,75k_100k,online,0
M008891,2025-02-22,36,f,spanish,67206,retired,25k_50k,referral,0
M008892,2024-02-20,46,f,english,67207,part_time,100k_plus,online,0
M008893,2024-01-27,29,f,spanish,80231,student,50k_75k,online,0
M008894,2025-06-28,27,f,english,67202,full_time,25k_50k,branch,0
M008895,2024-03-02,27,m,english,80030,full_time,75k_100k,online,0
M008896,2024-06-19,65,m,english,80224,full_time,50k_75k,online,0
M008897,2024-10-12,46,m,english,80211,student,25k_50k,branch,0
M008898,2024-04-26,44,f,spanish,67212,part_time,75k_100k,online,0
M008899,2024-01-04,27,m,english,80211,unemployed,50k_75k,branch,0
M008900,2024-03-06,47,m,english,80218,part_time,25k_50k,branch,0
M008901,2024-02-29,39,f,english,80209,full_time,75k_100k,online,0
M008902,2025-05-16,43,m,english,80012,student,25k_50k,online,0
M008903,2024-08-16,28,f,english,67219,full_time,100k_plus,event,0
M008904,2024-04-09,42,f,spanish,80012,student,50k_75k,online,1
M008905,2024-04-28,35,f,english,80206,full_time,75k_100k,event,0
M008906,2024-03-09,31,f,english,80110,full_time,50k_75k,online,0
M008907,2024-08-08,49,f,english,80226,full_time,25k_50k,online,0
M008908,2024-08-10,22,f,english,80012,unemployed,75k_100k,branch,0
M008909,2025-05-18,47,m,english,80207,part_time,25k_50k,referral,0
M008910,2024-07-29,48,m,english,80112,full_time,75k_100k,branch,0
M008911,2025-07-28,29,m,english,80209,full_time,25k_50k,online,0
M008912,2024-09-18,30,f,english,80218,full_time,25k_50k,online,1
M008913,2025-06-01,37,f,english,80227,full_time,50k_75k,online,1
M008914,2024-09-04,43,m,english,80016,full_time,75k_100k,online,0
M008915,2024-09-13,38,f,spanish,80219,student,50k_75k,branch,0
M008916,2024-03-03,45,f,english,80010,student,under_25k,referral,0
M008917,2025-01-26,61,m,spanish,80204,unemployed,75k_100k,branch,0
M008918,2025-06-23,34,m,spanish,80231,full_time,50k_75k,online,0
M008919,2025-02-20,19,f,english,80110,retired,75k_100k,online,0
M008920,2024-02-22,50,f,english,67202,full_time,50k_75k,branch,0
M008921,2024-02-07,60,m,spanish,67219,full_time,50k_75k,branch,0
M008922,2024-11-03,45,f,english,80204,full_time,50k_75k,branch,0
M008923,2024-02-22,27,m,english,67202,unemployed,under_25k,branch,0
M008924,2025-08-28,39,f,english,80123,unemployed,100k_plus,branch,0
M008925,2025-08-28,27,m,spanish,80206,retired,75k_100k,referral,0
M008926,2025-03-27,48,f,english,67211,full_time,75k_100k,referral,0
M008927,2025-04-05,24,f,english,67219,retired,25k_50k,branch,0
M008928,2025-04-30,36,f,spanish,80111,part_time,75k_100k,online,0
M008929,2024-05-16,28,f,english,80206,full_time,25k_50k,branch,0
M008930,2025-01-06,42,m,english,67211,full_time,75k_100k,online,1
M008931,2024-09-12,36,f,english,80112,part_time,25k_50k,branch,0
M008932,2025-01-29,42,m,spanish,67203,student,25k_50k,branch,0
M008933,2024-02-06,40,m,english,80017,retired,100k_plus,branch,0
M008934,2024-05-26,28,f,spanish,80012,full_time,under_25k,referral,0
M008935,2024-01-08,48,m,spanish,67214,full_time,75k_100k,referral,0
M008936,2024-09-07,39,m,english,80110,part_time,under_25k,branch,1
M008937,2025-07-24,28,f,english,80206,student,75k_100k,referral,0
M008938,2025-09-26,67,f,spanish,80227,full_time,under_25k,branch,0
M008939,2025-03-22,46,f,english,80016,student,50k_75k,online,0
M008940,2024-09-19,38,f,english,67226,full_time,25k_50k,online,0
M008941,2025-09-23,57,other,english,80016,full_time,100k_plus,online,0
M008942,2025-03-14,62,f,spanish,80224,full_time,50k_75k,branch,1
M008943,2024-09-15,38,f,english,67226,part_time,under_25k,online,0
M008944,2024-11-18,44,m,english,67203,full_time,75k_100k,branch,0
M008945,2025-06-13,28,f,english,67227,retired,50k_75k,referral,0
M008946,2024-10-27,38,m,english,80206,part_time,100k_plus,online,0
M008947,2025-04-29,38,f,english,80212,unemployed,50k_75k,referral,1
M008948,2024-04-01,42,f,english,80205,full_time,50k_75k,online,1
M008949,2024-06-12,44,m,english,67218,part_time,50k_75k,referral,0
M008950,2024-11-30,47,f,english,67207,unemployed,100k_plus,referral,0
M008951,2024-11-10,43,f,english,80010,full_time,50k_75k,branch,0
M008952,2024-08-25,25,f,english,80218,full_time,75k_100k,online,0
M008953,2024-03-23,29,m,spanish,80206,part_time,75k_100k,online,0
M008954,2024-04-18,33,f,english,80216,full_time,100k_plus,branch,0
M008955,2024-06-26,37,m,english,80204,full_time,75k_100k,online,0
M008956,2024-09-06,53,f,english,80223,unemployed,100k_plus,online,0
M008957,2025-07-20,26,m,spanish,80120,student,50k_75k,online,0
M008958,2024-03-31,36,m,spanish,80015,full_time,25k_50k,branch,1
M008959,2024-12-04,51,m,english,80022,full_time,25k_50k,online,0
M008960,2025-09-29,36,m,spanish,80226,full_time,100k_plus,branch,0
M008961,2024-06-17,46,f,english,80014,full_time,75k_100k,branch,0
M008962,2024-05-18,38,m,english,80205,full_time,75k_100k,branch,1
M008963,2025-05-31,43,f,english,67219,full_time,under_25k,online,0
M008964,2025-07-31,37,unknown,english,67219,full_time,25k_50k,referral,0
M008965,2025-09-14,48,f,english,67213,unemployed,75k_100k,online,0
M008966,2024-07-02,21,m,spanish,67219,full_time,25k_50k,online,0
M008967,2024-06-18,36,f,english,80204,full_time,75k_100k,online,0
M008968,2024-12-27,44,m,english,67208,student,50k_75k,online,0
M008969,2024-08-31,46,m,english,80030,full_time,25k_50k,branch,0
M008970,2024-05-17,58,f,english,80015,student,100k_plus,online,0
M008971,2024-01-28,35,m,spanish,67211,student,25k_50k,branch,0
M008972,2025-06-02,58,f,english,80223,unemployed,100k_plus,branch,0
M008973,2025-02-01,32,m,english,67227,full_time,50k_75k,online,1
M008974,2024-11-28,56,m,spanish,67226,full_time,under_25k,online,0
M008975,2024-11-12,50,m,spanish,80030,full_time,75k_100k,referral,0
M008976,2025-07-16,29,f,spanish,80216,full_time,75k_100k,online,0
M008977,2025-03-01,44,m,english,80226,student,75k_100k,online,0
M008978,2024-05-15,39,m,other,67212,student,75k_100k,online,0
M008979,2024-09-23,48,f,english,80211,unemployed,75k_100k,online,0
M008980,2024-04-16,37,f,english,67202,full_time,100k_plus,online,0
M008981,2025-07-13,36,f,spanish,80231,student,25k_50k,online,1
M008982,2024-05-17,56,m,english,80015,full_time,under_25k,branch,1
M008983,2025-09-06,39,m,english,80110,retired,25k_50k,branch,0
M008984,2024-02-16,50,f,spanish,67227,full_time,100k_plus,online,0
M008985,2025-01-02,37,f,english,80205,student,50k_75k,online,0
M008986,2024-01-06,60,f,english,67206,full_time,25k_50k,online,0
M008987,2025-06-06,32,f,english,80121,full_time,25k_50k,online,0
M008988,2025-06-12,33,m,spanish,80022,student,50k_75k,online,0
M008989,2024-09-28,58,m,english,67207,retired,75k_100k,online,0
M008990,2024-03-06,35,f,english,80220,student,75k_100k,referral,1
M008991,2025-02-23,59,m,english,80111,full_time,100k_plus,referral,0
M008992,2024-12-04,51,unknown,english,67219,full_time,75k_100k,online,0
M008993,2025-05-12,38,m,spanish,67218,full_time,under_25k,online,0
M008994,2025-04-13,18,f,english,80120,retired,75k_100k,branch,0
M008995,2024-11-26,40,m,english,67206,full_time,50k_75k,referral,0
M008996,2025-09-30,41,m,english,80014,retired,75k_100k,online,0
M008997,2024-05-10,54,f,english,80211,part_time,50k_75k,online,0
M008998,2025-06-13,59,f,spanish,80224,part_time,50k_75k,branch,0
M008999,2025-08-23,32,m,english,80206,retired,25k_50k,branch,0
M009000,2025-03-13,50,m,english,67219,part_time,100k_plus,online,1
M009001,2024-08-30,49,f,english,80121,full_time,50k_75k,referral,0
M009002,2025-04-07,53,f,english,67207,full_time,50k_75k,branch,0
M009003,2024-12-15,46,m,spanish,67227,full_time,25k_50k,online,0
M009004,2024-01-17,18,f,english,80205,full_time,50k_75k,online,1
M009005,2025-04-10,38,m,english,80033,full_time,100k_plus,event,0
M009006,2024-12-28,26,f,spanish,80209,part_time,25k_50k,branch,0
M009007,2024-07-28,38,f,english,80015,full_time,25k_50k,online,0
M009008,2025-09-02,52,m,english,67227,retired,25k_50k,online,1
M009009,2025-06-08,44,f,spanish,67203,student,50k_75k,online,1
M009010,2025-02-23,54,m,english,80223,retired,50k_75k,branch,0
M009011,2024-05-12,44,m,english,80123,full_time,25k_50k,online,1
M009012,2024-01-14,24,f,english,80207,student,75k_100k,online,0
M009013,2024-02-13,18,m,english,67206,retired,100k_plus,online,0
M009014,2025-01-11,42,f,english,67206,full_time,25k_50k,event,0
M009015,2024-10-21,37,m,spanish,67204,unemployed,75k_100k,referral,0
M009016,2025-01-30,28,f,spanish,67218,full_time,50k_75k,online,0
M009017,2024-04-13,20,m,english,80204,full_time,25k_50k,online,0
M009018,2025-03-20,31,m,english,80212,full_time,50k_75k,online,0
M009019,2024-03-02,38,f,english,80015,full_time,25k_50k,branch,0
M009020,2025-07-18,48,m,english,80016,retired,75k_100k,branch,0
M009021,2025-02-15,42,other,english,67212,full_time,under_25k,branch,0
M009022,2025-09-21,59,f,spanish,67207,full_time,50k_75k,online,0
M009023,2024-11-16,28,m,english,80220,part_time,25k_50k,branch,0
M009024,2024-05-10,51,f,english,67202,student,100k_plus,referral,1
M009025,2024-07-17,41,m,english,80204,full_time,50k_75k,online,0
M009026,2024-02-05,48,m,spanish,67202,student,75k_100k,branch,0
M009027,2024-08-03,35,f,spanish,67226,full_time,100k_plus,branch,0
M009028,2025-08-08,53,f,english,67203,student,25k_50k,online,0
M009029,2024-11-01,44,f,english,80015,retired,100k_plus,branch,0
M009030,2025-07-20,32,f,spanish,80219,full_time,75k_100k,online,0
M009031,2024-01-12,40,f,english,80014,full_time,under_25k,branch,0
M009032,2024-03-23,37,f,spanish,80227,part_time,under_25k,online,0
M009033,2024-02-01,46,f,english,80209,full_time,75k_100k,referral,0
M009034,2025-02-11,26,m,spanish,67206,full_time,50k_75k,online,0
M009035,2024-03-26,40,m,english,80219,full_time,50k_75k,online,0
M009036,2025-02-14,45,m,spanish,67219,full_time,100k_plus,referral,0
M009037,2025-07-16,40,f,spanish,80122,full_time,100k_plus,referral,0
M009038,2024-09-12,56,f,english,67214,full_time,under_25k,online,0
M009039,2024-08-28,49,f,english,67212,full_time,50k_75k,online,0
M009040,2025-03-27,40,m,english,80203,student,100k_plus,online,0
M009041,2024-01-01,43,m,spanish,80211,unemployed,75k_100k,online,0
M009042,2025-08-23,44,f,english,67218,full_time,75k_100k,branch,0
M009043,2024-10-08,45,m,english,80120,full_time,under_25k,online,0
M009044,2025-08-21,18,f,english,80033,full_time,75k_100k,online,0
M009045,2025-05-28,36,m,english,67212,part_time,50k_75k,branch,0
M009046,2024-04-28,22,f,english,80112,unemployed,25k_50k,branch,0
M009047,2025-05-19,55,f,english,80033,student,75k_100k,referral,0
M009048,2024-03-20,39,f,spanish,80112,full_time,25k_50k,online,0
M009049,2025-09-14,38,m,english,67208,retired,75k_100k,referral,1
M009050,2024-08-06,51,f,english,80220,student,50k_75k,branch,0
M009051,2025-05-31,45,m,english,67203,full_time,under_25k,online,0
M009052,2025-04-10,26,f,english,67218,student,50k_75k,branch,0
M009053,2025-06-01,39,f,english,80206,full_time,25k_50k,branch,0
M009054,2025-05-16,36,m,english,80122,full_time,under_25k,online,0
M009055,2024-02-27,19,f,english,80207,full_time,25k_50k,online,1
M009056,2024-12-02,32,f,english,80205,full_time,50k_75k,branch,0
M009057,2025-05-24,38,f,english,80033,student,under_25k,online,1
M009058,2025-09-05,39,m,english,80110,retired,under_25k,online,0
M009059,2025-03-01,22,m,english,67219,full_time,100k_plus,event,1
M009060,2025-07-13,54,f,spanish,67211,full_time,under_25k,online,0
M009061,2025-01-04,39,f,english,80012,full_time,50k_75k,branch,0
M009062,2025-02-14,40,m,english,67206,student,25k_50k,referral,0
M009063,2025-03-07,45,m,english,67214,full_time,100k_plus,online,0
M009064,2024-07-14,31,m,english,80010,student,50k_75k,online,0
M009065,2025-01-11,45,m,english,80030,unemployed,under_25k,online,0
M009066,2024-12-30,36,m,english,80222,part_time,75k_100k,online,0
M009067,2025-02-08,29,m,english,67219,full_time,75k_100k,online,0
M009068,2025-05-06,47,f,english,80015,full_time,100k_plus,branch,1
M009069,2024-03-06,58,m,spanish,80111,full_time,75k_100k,branch,0
M009070,2025-01-25,49,f,english,80202,full_time,under_25k,online,0
M009071,2024-03-23,51,f,spanish,67214,student,50k_75k,online,0
M009072,2025-04-25,34,f,english,67214,full_time,50k_75k,branch,0
M009073,2024-08-16,21,f,english,67203,full_time,75k_100k,branch,0
M009074,2024-08-12,58,f,spanish,80111,full_time,50k_75k,online,0
M009075,2024-04-22,65,f,english,80012,retired,75k_100k,online,1
M009076,2024-07-03,59,f,english,80219,full_time,25k_50k,branch,0
M009077,2025-05-26,36,m,english,80014,student,50k_75k,online,0
M009078,2024-06-21,26,m,english,80015,part_time,50k_75k,online,0
M009079,2025-06-06,27,f,spanish,80014,part_time,100k_plus,online,0
M009080,2024-07-23,20,f,english,80203,retired,under_25k,online,0
M009081,2025-06-21,39,f,spanish,80222,full_time,75k_100k,online,0
M009082,2024-11-14,59,m,spanish,80226,full_time,under_25k,branch,0
M009083,2024-06-07,38,m,english,67203,student,under_25k,branch,0
M009084,2024-10-04,44,m,english,67212,retired,25k_50k,online,0
M009085,2024-05-27,57,m,english,80223,full_time,75k_100k,online,0
M009086,2024-03-23,35,f,english,80123,full_time,75k_100k,online,0
M009087,2025-02-22,64,f,english,67219,full_time,75k_100k,online,1
M009088,2025-06-21,64,f,english,80211,retired,75k_100k,online,0
M009089,2025-08-05,38,m,spanish,80033,retired,25k_50k,online,0
M009090,2025-07-02,33,f,spanish,80204,full_time,75k_100k,online,0
M009091,2025-01-26,48,f,english,80218,full_time,75k_100k,branch,0
M009092,2024-05-12,36,f,spanish,67207,full_time,75k_100k,referral,0
M009093,2025-09-29,26,f,spanish,80212,part_time,50k_75k,online,1
M009094,2025-09-18,55,f,english,80223,unemployed,25k_50k,online,1
M009095,2025-08-26,55,m,english,67214,retired,100k_plus,online,1
M009096,2024-08-29,42,f,english,80218,student,100k_plus,online,0
M009097,2025-03-26,25,f,english,80204,full_time,75k_100k,referral,0
M009098,2024-07-18,25,m,english,67206,unemployed,50k_75k,online,0
M009099,2024-04-26,41,f,english,80209,retired,50k_75k,online,0
