account_id,member_id,account_type,open_date,status,balance,interest_rate,funded_flag
A016954,M008274,checking,2024-04-06,active,11807.61,2.018,1
A016955,M000398,cd,2023-05-30,active,524.49,2.058,0
A016956,M008777,savings,2024-03-14,active,3322.24,1.184,1
A016957,M003730,loan,2024-06-27,closed,2326.48,2.596,1
A016958,M005822,checking,2023-12-23,active,2135.66,1.575,1
A016959,M007690,savings,2024-01-21,active,5651.65,2.147,1
A016960,M002467,checking,2023-12-13,active,1519.64,0.229,1
A016961,M008918,checking,2023-03-01,closed,9536.65,4.705,1
A016962,M001391,savings,2024-02-21,closed,1550.46,2.853,1
A016963,M002123,savings,2023-01-25,active,28204.53,2.951,1
A016964,M002453,savings,2024-03-27,closed,1818.52,3.293,1
A016965,M004792,savings,2023-02-03,active,21389.61,1.319,1
A016966,M008646,checking,2024-02-18,active,8129.99,2.301,1
A016967,M007850,loan,2023-01-27,active,2067.16,1.316,1
A016968,M001333,checking,2023-11-08,active,2460.82,2.206,1
A016969,M007841,checking,2023-02-26,closed,1126.88,2.67,1
A016970,M000888,savings,2023-12-26,active,3094.08,3.521,0
A016971,M009884,credit_card,2024-07-02,closed,13994.99,1.097,0
A016972,M000956,savings,2023-05-19,active,2435.18,3.125,1
A016973,M000804,checking,2024-03-10,active,18396.67,0.655,1
A016974,M008353,loan,2023-04-09,closed,5867.05,3.349,1
A016975,M004910,checking,2024-02-11,active,779.07,2.588,1
A016976,M005383,checking,2023-04-03,active,897.56,1.728,1
A016977,M003183,checking,2023-11-26,closed,371.92,1.479,1
A016978,M001429,loan,2024-08-12,active,8052.8,2.348,1
A016979,M004895,credit_card,2023-07-26,closed,10808.33,2.449,1
A016980,M002048,savings,2024-07-10,active,3011.15,2.583,1
A016981,M007894,loan,2024-05-18,active,4192.32,2.843,1
A016982,M000212,checking,2023-04-24,active,2972.77,4.278,1
A016983,M005865,checking,2024-05-02,active,16791.46,3.815,1
A016984,M005908,savings,2023-06-17,active,960.39,0.171,1
A016985,M000959,savings,2023-12-03,active,1301.35,3.317,1
A016986,M009802,checking,2024-08-16,closed,3393.14,4.049,1
A016987,M000136,savings,2023-12-08,active,9973.4,1.27,1
A016988,M004516,savings,2024-09-23,active,16848.7,3.52,1
A016989,M005683,checking,2023-02-12,active,3458.62,2.452,0
A016990,M008079,cd,2024-04-05,active,7578.24,1.35,0
A016991,M001158,savings,2023-05-10,active,3764.23,2.721,1
A016992,M001482,checking,2023-10-18,closed,9975.82,1.124,0
A016993,M007765,savings,2024-04-05,active,1194.84,2.885,1
A016994,M006122,checking,2023-08-08,active,6952.78,2.537,1
A016995,M006137,checking,2023-01-28,active,8016.06,2.933,1
A016996,M001359,savings,2023-07-09,active,1118.92,2.769,1
A016997,M007153,savings,2024-08-11,active,18733.18,1.823,1
A016998,M001857,checking,2023-04-28,active,4168.41,2.738,1
A016999,M008868,checking,2024-05-16,active,21401.5,1.489,1
A017000,M003834,checking,2023-07-03,closed,6219.68,2.012,1
A017001,M003408,savings,2024-09-04,closed,11169.61,2.117,0
A017002,M007759,checking,2023-12-03,active,4667.94,0.1,1
A017003,M005457,checking,2024-09-24,active,5215.75,3.0,1
A017004,M006727,savings,2023-08-29,closed,12636.91,1.079,1
A017005,M005373,credit_card,2024-09-15,active,3247.97,3.728,1
A017006,M003673,checking,2024-01-25,active,825.72,2.468,1
A017007,M006770,checking,2023-06-30,active,2509.87,3.485,1
A017008,M000112,savings,2024-05-31,active,12257.9,1.869,1
A017009,M007408,savings,2023-03-12,active,15020.83,0.431,1
A017010,M004172,cd,2023-08-23,active,2123.6,2.094,1
A017011,M001544,savings,2024-08-23,active,3255.49,2.391,1
A017012,M004508,checking,2023-12-04,active,11401.37,2.101,1
A017013,M006862,savings,2023-04-14,active,28285.34,3.211,0
A017014,M000406,savings,2023-03-04,active,2126.27,0.753,1
A017015,M002638,cd,2024-07-21,closed,5359.16,1.272,1
A017016,M002441,checking,2023-07-16,active,4671.65,1.405,1
A017017,M002946,savings,2023-02-18,active,2149.04,1.607,1
A017018,M004789,savings,2023-07-27,active,12863.11,3.297,1
A017019,M005836,cd,2023-12-15,active,3447.27,0.266,1
A017020,M008876,loan,2024-05-18,active,9678.09,2.668,1
A017021,M005013,savings,2024-05-25,active,15187.97,3.825,1
A017022,M002102,savings,2023-02-28,active,3942.21,3.273,1
A017023,M002102,savings,2023-06-11,active,1125.21,2.76,0
A017024,M003828,loan,2023-04-04,active,31011.7,0.1,1
A017025,M006183,savings,2024-06-12,active,957.6,0.624,0
A017026,M007517,credit_card,2024-09-01,active,1878.41,3.223,1
A017027,M003202,savings,2023-06-05,closed,11836.83,0.523,1
A017028,M003520,savings,2023-05-13,active,2093.45,1.927,1
A017029,M004853,savings,2023-11-26,active,16190.62,3.041,1
A017030,M000376,checking,2024-08-03,active,16987.85,3.426,0
A017031,M001659,checking,2024-06-19,active,13239.92,2.074,1
A017032,M004677,checking,2023-05-29,active,20330.3,1.505,1
A017033,M003655,loan,2023-11-24,closed,1794.1,3.32,1
A017034,M008830,savings,2023-02-25,active,9303.17,2.421,1
A017035,M004491,checking,2023-12-05,active,6278.63,2.051,1
A017036,M002258,cd,2023-03-19,active,5416.48,0.797,1
A017037,M008670,credit_card,2023-03-25,active,12076.48,2.26,1
A017038,M002009,savings,2023-07-24,active,2718.84,2.63,1
A017039,M001984,credit_card,2023-01-01,active,409.17,1.032,1
A017040,M003706,checking,2023-02-27,active,1333.15,2.024,1
A017041,M006136,checking,2023-03-29,active,3485.08,2.676,0
A017042,M005410,checking,2023-03-23,closed,2425.43,1.605,1
A017043,M009156,credit_card,2024-05-28,active,12511.2,4.548,1
A017044,M005079,checking,2024-07-09,closed,10221.17,2.073,0
A017045,M000801,checking,2023-06-15,active,17609.31,2.478,1
A017046,M003083,checking,2024-04-01,active,14959.33,4.231,1
A017047,M004683,checking,2024-05-01,active,4748.95,2.742,1
A017048,M008623,checking,2023-03-31,closed,3065.23,0.1,1
A017049,M007707,savings,2024-03-11,active,6655.97,2.372,1
A017050,M003067,savings,2023-03-21,active,1393.72,1.964,1
A017051,M007654,savings,2023-01-16,active,2217.86,0.627,0
A017052,M007344,savings,2024-01-15,active,2040.56,2.168,1
A017053,M004952,checking,2023-11-10,closed,4449.92,2.05,1
A017054,M005019,savings,2023-05-24,active,4384.38,3.441,1
A017055,M009427,savings,2023-02-28,active,5994.21,2.925,1
A017056,M009436,loan,2023-12-15,active,1437.7,0.325,1
A017057,M005248,credit_card,2023-07-06,active,3147.34,2.395,0
A017058,M000195,savings,2023-10-03,active,646.48,1.998,1
A017059,M004922,savings,2024-05-11,active,15350.94,2.96,1
A017060,M004429,cd,2023-08-06,active,5078.89,1.382,1
A017061,M000508,credit_card,2024-05-18,active,7487.3,0.387,1
A017062,M001056,checking,2023-09-21,active,3159.02,0.665,1
A017063,M006258,loan,2023-09-12,active,2649.02,0.468,0
A017064,M006155,loan,2023-10-03,closed,2984.95,2.891,1
A017065,M007324,checking,2023-07-12,active,4791.13,2.567,1
A017066,M009921,credit_card,2023-08-07,active,3796.84,2.359,1
A017067,M008118,checking,2023-03-09,active,27380.64,1.387,1
A017068,M004076,checking,2024-06-26,closed,3802.93,1.411,1
A017069,M001910,checking,2024-04-06,active,2821.66,1.832,1
A017070,M007796,loan,2023-10-24,active,3508.29,3.479,1
A017071,M003218,savings,2023-10-21,active,319.13,3.045,1
A017072,M004294,savings,2024-09-14,closed,19343.06,1.915,1
A017073,M001095,savings,2023-08-04,active,6400.24,2.382,0
A017074,M001843,savings,2024-07-31,active,12474.78,2.797,1
A017075,M006276,loan,2024-08-29,active,3985.17,3.189,1
A017076,M008336,savings,2024-02-19,active,4185.9,1.647,1
A017077,M004404,savings,2023-01-31,closed,2024.86,1.445,0
A017078,M005395,checking,2023-12-08,active,1346.82,1.805,1
A017079,M005250,savings,2023-07-05,closed,2046.79,2.408,1
A017080,M003173,savings,2024-07-19,active,8749.65,2.128,1
A017081,M006327,savings,2023-06-27,active,11181.6,0.436,1
A017082,M005487,checking,2024-04-02,active,7798.61,0.673,1
A017083,M007325,savings,2023-05-20,active,13250.57,2.775,1
A017084,M002735,checking,2024-01-20,active,5878.4,1.962,1
A017085,M008023,savings,2024-04-07,active,10860.04,1.741,1
A017086,M005833,loan,2024-03-14,active,17524.74,1.098,1
A017087,M004870,checking,2023-11-02,active,12226.56,2.469,1
A017088,M005433,checking,2023-07-17,active,16098.15,1.473,1
A017089,M002745,cd,2023-08-15,active,3910.32,2.973,1
A017090,M007353,checking,2024-02-29,active,2319.55,0.1,1
A017091,M000392,checking,2024-08-22,active,76.78,3.144,1
A017092,M003667,credit_card,2023-05-02,active,6298.22,1.015,0
A017093,M002707,checking,2024-02-24,active,249.25,1.526,1
A017094,M009452,loan,2023-03-13,active,4253.04,3.521,1
A017095,M006083,savings,2023-04-02,active,5273.62,0.857,1
A017096,M003231,checking,2023-05-15,active,4791.25,1.435,1
A017097,M004466,credit_card,2024-05-18,active,4450.58,0.721,0
A017098,M004852,checking,2024-07-18,active,6939.14,2.509,1
A017099,M002288,credit_card,2024-04-20,active,17420.95,3.5,1
A017100,M007431,checking,2024-03-27,closed,8212.03,3.631,1
A017101,M003889,savings,2023-05-22,active,725.11,3.361,1
A017102,M006862,credit_card,2024-08-16,closed,13180.81,1.628,1
A017103,M002051,credit_card,2023-12-03,active,3988.55,0.573,1
A017104,M000500,checking,2023-08-02,active,2611.99,4.097,1
A017105,M007408,checking,2024-06-29,active,3017.1,1.792,1
A017106,M000993,checking,2023-10-31,active,458.07,2.17,1
A017107,M006627,savings,2023-08-25,active,11519.33,3.501,1
A017108,M006111,credit_card,2024-06-14,active,2900.3,2.315,1
A017109,M003880,savings,2023-08-04,active,6429.35,1.028,1
A017110,M001229,savings,2023-08-12,active,885.17,1.68,1
A017111,M001269,savings,2023-05-31,closed,1983.29,3.152,0
A017112,M006172,checking,2023-02-12,active,20790.69,0.1,1
A017113,M001899,cd,2024-05-30,active,3212.98,1.675,0
A017114,M001757,credit_card,2023-03-22,closed,6677.23,1.557,1
A017115,M006896,savings,2024-06-25,active,6450.2,1.63,1
A017116,M007138,credit_card,2024-06-25,active,2426.09,1.968,0
A017117,M000640,loan,2023-12-09,active,612.41,3.075,1
A017118,M005783,loan,2023-07-21,closed,732.25,2.903,1
A017119,M008286,checking,2024-01-02,active,1892.52,0.89,1
A017120,M007779,checking,2023-08-10,active,7358.43,1.29,1
A017121,M000029,savings,2023-12-01,active,1978.54,1.6,1
A017122,M007583,savings,2023-03-08,active,2188.12,2.46,1
A017123,M005673,checking,2024-06-27,active,10681.4,2.439,1
A017124,M003453,credit_card,2024-08-25,active,5917.13,3.498,1
A017125,M000569,credit_card,2023-04-12,active,1180.75,2.913,1
A017126,M001211,savings,2023-08-07,closed,10214.02,3.173,0
A017127,M004101,savings,2023-06-01,closed,2760.61,3.492,1
A017128,M009997,checking,2024-03-26,active,8998.18,2.577,1
A017129,M002357,loan,2023-08-11,active,17319.7,2.203,1
A017130,M006370,savings,2023-04-07,active,1723.99,3.082,1
A017131,M000450,checking,2023-03-12,active,28775.16,1.485,1
A017132,M000057,checking,2024-05-18,active,4293.88,2.085,1
A017133,M002857,savings,2024-09-08,active,2900.48,3.317,1
A017134,M008550,cd,2023-10-01,active,1434.69,0.749,1
A017135,M001221,credit_card,2023-07-12,active,3660.08,2.953,1
A017136,M003625,savings,2024-01-08,active,5482.95,0.879,1
A017137,M001511,savings,2023-12-13,active,9267.65,1.669,1
A017138,M008996,checking,2024-03-16,active,15237.79,2.122,1
A017139,M003807,savings,2023-06-24,active,1541.4,2.921,1
A017140,M001480,checking,2023-01-11,active,997.71,2.662,1
A017141,M007099,savings,2024-04-01,active,2991.12,2.359,0
A017142,M000932,checking,2024-08-13,active,7958.44,2.858,1
A017143,M004355,loan,2023-12-19,active,8333.59,1.592,1
A017144,M007249,loan,2023-02-16,active,1742.84,2.523,1
A017145,M008917,checking,2023-12-08,active,5541.74,0.21,1
A017146,M007842,checking,2023-01-20,active,7620.47,2.324,1
A017147,M001692,checking,2024-01-05,active,13527.3,1.921,1
A017148,M004727,savings,2023-06-20,active,147.25,2.534,1
A017149,M009460,checking,2023-01-25,active,11729.88,2.723,1
A017150,M008248,savings,2024-01-29,active,14794.22,0.594,1
A017151,M006325,credit_card,2024-07-14,active,449.96,2.215,1
A017152,M007406,credit_card,2024-01-12,active,8542.78,1.458,0
A017153,M008044,checking,2024-08-10,active,7107.41,0.822,1
A017154,M007285,checking,2023-01-09,active,8475.37,3.901,1
A017155,M001701,checking,2023-09-12,active,6796.96,0.821,1
A017156,M007791,savings,2023-01-14,active,27882.94,0.838,1
A017157,M009159,savings,2023-05-13,active,6034.32,2.662,1
A017158,M005660,checking,2024-09-06,active,671.35,2.124,1
A017159,M000372,checking,2023-02-18,active,11953.41,1.984,1
A017160,M003159,checking,2023-02-13,active,5075.83,2.627,1
A017161,M001885,checking,2024-04-10,closed,2535.29,0.244,1
A017162,M003167,savings,2024-08-28,active,3167.64,0.82,1
A017163,M006424,checking,2024-03-05,closed,1814.88,2.35,1
A017164,M007565,savings,2024-03-12,closed,1945.24,3.577,1
A017165,M007188,checking,2023-08-08,active,1299.41,2.091,1
A017166,M003088,savings,2024-01-15,active,5248.89,2.126,1
A017167,M001344,credit_card,2023-09-10,active,2538.32,1.512,1
A017168,M004813,checking,2023-12-07,active,24850.58,0.892,0
A017169,M001999,loan,2023-02-16,closed,3467.18,2.141,1
A017170,M004214,checking,2023-10-15,active,1092.11,2.285,1
A017171,M008960,credit_card,2023-12-30,active,1751.7,3.419,1
A017172,M008317,credit_card,2023-12-14,closed,2001.89,1.109,1
A017173,M001653,credit_card,2023-05-17,active,15509.48,2.562,0
A017174,M002290,checking,2024-06-25,active,1889.68,1.591,1
A017175,M007095,loan,2024-08-12,active,23105.8,2.108,1
A017176,M005009,checking,2023-03-23,active,14547.55,1.546,1
A017177,M007936,checking,2024-02-21,active,2892.83,1.149,1
A017178,M007106,loan,2024-08-20,closed,2119.85,2.486,1
A017179,M004596,checking,2024-04-10,active,1816.79,1.986,1
A017180,M009103,checking,2024-06-16,active,5190.11,3.765,1
A017181,M003587,savings,2023-07-22,active,946.5,2.541,1
A017182,M000023,checking,2024-09-20,active,1363.46,1.355,0
A017183,M008175,loan,2024-08-13,active,2511.95,0.568,1
A017184,M008071,loan,2023-05-25,closed,4613.23,0.832,1
A017185,M005175,savings,2023-02-25,active,2218.52,1.475,1
A017186,M009965,savings,2024-01-21,active,16132.4,0.692,1
A017187,M003030,checking,2023-03-03,active,19427.28,1.788,1
A017188,M003157,checking,2023-03-09,active,1013.42,0.912,1
A017189,M004803,credit_card,2024-02-10,active,3069.3,3.764,1
A017190,M001161,checking,2023-07-30,active,877.44,2.462,1
A017191,M009200,checking,2023-10-24,active,15435.97,0.1,1
A017192,M000818,savings,2024-06-16,active,7828.53,2.328,1
A017193,M002468,loan,2023-05-12,active,10856.08,2.058,1
A017194,M009768,savings,2023-11-26,active,300.57,1.441,1
A017195,M005211,savings,2024-09-07,active,8861.44,1.32,1
A017196,M009612,cd,2023-01-26,active,12745.08,1.115,1
A017197,M005484,savings,2024-02-06,active,1655.26,0.1,1
A017198,M005720,loan,2023-12-22,closed,2836.08,0.77,1
A017199,M009219,checking,2023-12-18,active,2920.03,1.193,1
A017200,M000826,loan,2023-05-16,active,2144.04,1.95,1
A017201,M003987,loan,2024-03-04,active,3075.66,2.239,1
A017202,M008926,checking,2024-06-27,active,3358.48,2.789,1
A017203,M004628,savings,2024-08-21,active,3620.27,1.615,1
A017204,M004038,credit_card,2024-03-02,active,16236.25,3.781,1
A017205,M003459,credit_card,2023-10-13,active,7388.02,2.118,1
A017206,M005268,cd,2023-06-17,active,5707.72,3.584,1
A017207,M009273,credit_card,2023-03-27,active,7537.41,1.394,1
A017208,M008945,credit_card,2023-06-08,closed,3156.36,1.866,1
A017209,M005754,credit_card,2024-09-05,active,4219.37,1.814,1
A017210,M004969,savings,2023-02-13,active,59.09,1.654,1
A017211,M003674,checking,2024-03-26,active,2054.93,2.952,1
A017212,M008795,credit_card,2024-04-04,active,3397.67,1.224,1
A017213,M002968,savings,2024-09-05,active,5635.15,2.328,1
A017214,M001315,savings,2023-06-24,active,10730.3,2.972,1
A017215,M007457,checking,2023-09-20,closed,3734.15,3.192,0
A017216,M008053,credit_card,2024-03-22,closed,3032.52,1.556,1
A017217,M006483,credit_card,2023-09-29,active,536.52,1.015,1
A017218,M003537,loan,2024-04-18,active,4344.21,2.096,1
A017219,M009576,credit_card,2023-09-05,active,15793.0,2.137,1
A017220,M001148,savings,2023-05-03,active,1899.15,2.027,1
A017221,M003560,savings,2023-08-19,active,2764.06,0.768,1
A017222,M009508,checking,2024-07-09,closed,2135.22,1.886,1
A017223,M008187,credit_card,2024-07-08,active,9443.59,3.748,1
A017224,M001794,checking,2023-05-15,active,9538.76,3.282,1
A017225,M006874,checking,2023-12-15,active,3137.79,1.397,1
A017226,M000222,savings,2023-08-28,active,9075.47,2.751,0
A017227,M004868,checking,2023-08-24,active,7569.02,2.205,1
A017228,M009487,savings,2024-05-25,active,9126.77,1.483,1
A017229,M009968,credit_card,2024-04-17,active,9788.38,2.77,1
A017230,M005093,savings,2024-06-29,active,495.44,3.623,1
A017231,M001019,loan,2024-04-29,active,18379.9,1.009,1
A017232,M004959,savings,2024-08-08,active,5066.59,3.429,1
A017233,M006184,credit_card,2024-01-13,active,2251.37,3.279,1
A017234,M007901,savings,2024-06-26,active,1690.69,0.231,1
A017235,M005936,credit_card,2024-09-25,active,3133.62,3.749,1
A017236,M008100,savings,2023-07-31,closed,19557.31,2.487,1
A017237,M003198,savings,2023-08-07,active,9244.7,0.406,1
A017238,M009749,checking,2023-01-18,closed,1406.02,1.09,1
A017239,M002186,loan,2023-12-05,active,12343.35,1.281,1
A017240,M002231,savings,2024-04-30,closed,2977.14,0.1,1
A017241,M005517,savings,2024-05-20,active,2334.38,0.903,1
A017242,M004810,cd,2023-03-28,active,5263.5,0.924,1
A017243,M009880,loan,2023-08-16,closed,3268.75,2.727,1
A017244,M007336,credit_card,2023-06-26,active,1923.68,1.942,1
A017245,M003922,checking,2024-05-08,active,8012.23,2.368,1
A017246,M001125,checking,2023-12-21,closed,10618.86,1.478,1
A017247,M000127,savings,2023-10-24,closed,5537.43,0.1,1
A017248,M003158,checking,2024-06-27,active,2056.04,3.616,1
A017249,M009856,savings,2024-03-14,active,929.86,2.504,1
A017250,M008134,loan,2024-07-31,active,1595.91,2.179,1
A017251,M005633,savings,2024-03-06,active,2833.59,3.213,1
A017252,M008805,credit_card,2023-05-05,active,1346.38,0.582,1
A017253,M001968,savings,2024-02-01,active,9079.46,1.201,1
A017254,M001409,checking,2023-08-22,active,2501.18,1.886,1
A017255,M006964,cd,2023-09-14,active,2107.2,2.321,1
A017256,M003596,checking,2023-06-05,active,5508.79,1.948,1
A017257,M008109,credit_card,2023-04-20,active,8879.26,1.405,1
A017258,M004655,savings,2024-06-26,closed,4082.49,2.374,1
A017259,M002441,savings,2023-12-12,active,12247.37,0.718,0
A017260,M009794,credit_card,2024-07-19,active,2444.19,1.555,1
A017261,M000997,checking,2024-07-13,active,16688.02,2.514,1
A017262,M004609,checking,2024-08-03,active,1618.89,0.1,1
A017263,M004266,loan,2023-12-06,active,9495.89,1.106,0
A017264,M001324,loan,2024-03-31,active,873.69,3.56,1
A017265,M001221,loan,2023-11-26,active,467.44,1.857,1
A017266,M005402,checking,2024-05-28,active,8711.51,1.12,0
A017267,M009750,credit_card,2024-02-29,active,4307.7,2.482,1
A017268,M002362,loan,2024-09-28,closed,9519.99,0.745,1
A017269,M001260,checking,2024-01-10,active,6443.23,0.445,1
A017270,M006443,savings,2023-12-12,active,9450.7,1.069,1
A017271,M001928,checking,2023-06-16,active,11466.12,0.729,1
A017272,M003024,credit_card,2023-09-25,active,8781.74,0.1,1
A017273,M006801,savings,2024-03-08,active,10454.1,1.767,1
A017274,M004070,savings,2024-01-08,active,15596.64,1.415,1
A017275,M002786,cd,2024-04-20,active,703.16,2.848,1
A017276,M007335,checking,2023-01-13,active,9007.28,0.1,1
A017277,M002102,savings,2023-05-15,closed,17351.01,3.497,1
A017278,M008318,savings,2024-03-24,active,132.01,0.1,1
A017279,M004503,savings,2023-01-30,active,802.74,3.062,1
A017280,M008141,savings,2023-08-27,active,15598.57,2.543,1
A017281,M002050,checking,2023-01-18,active,1078.25,2.056,1
A017282,M001843,checking,2023-10-27,active,4390.99,3.026,1
A017283,M003794,savings,2024-08-10,active,5783.2,2.859,0
A017284,M001447,savings,2024-02-03,active,6459.01,1.014,0
A017285,M006915,savings,2024-07-18,active,9174.03,2.8,1
A017286,M006931,credit_card,2024-08-22,active,4909.45,2.54,1
A017287,M002759,cd,2023-06-04,active,824.05,1.382,1
A017288,M007547,checking,2023-04-18,active,9781.55,3.224,1
A017289,M009246,loan,2023-05-12,active,781.31,2.396,1
A017290,M009609,credit_card,2024-06-13,active,6044.52,2.406,1
A017291,M009799,savings,2024-08-04,closed,18572.26,2.221,1
A017292,M002847,savings,2023-04-17,active,3245.58,0.462,1
A017293,M004183,savings,2023-05-27,closed,13314.42,0.228,1
A017294,M007685,cd,2023-11-29,active,4645.55,2.791,1
A017295,M002831,cd,2023-05-01,active,8664.1,0.1,1
A017296,M003893,savings,2024-09-01,active,9661.55,2.771,1
A017297,M009631,checking,2023-07-24,closed,920.11,3.494,0
A017298,M008702,checking,2023-03-20,active,1942.61,2.6,1
A017299,M002643,savings,2023-05-04,active,5218.7,1.026,1
A017300,M009014,loan,2024-06-02,active,3552.6,2.02,1
A017301,M006608,savings,2023-05-09,active,8719.2,1.791,1
A017302,M007702,checking,2023-06-10,active,1637.51,3.829,1
A017303,M004499,credit_card,2023-03-05,active,2678.16,3.736,1
A017304,M000735,loan,2024-08-11,closed,4897.33,2.208,0
A017305,M008798,checking,2024-05-09,active,4053.68,2.781,1
A017306,M000694,savings,2024-05-15,closed,3830.88,0.855,1
A017307,M002883,credit_card,2024-08-10,active,13330.38,2.505,1
A017308,M004742,loan,2023-06-01,active,11273.34,1.068,1
A017309,M001366,checking,2024-04-18,active,2359.33,1.33,1
A017310,M001509,savings,2023-09-05,active,1015.55,0.398,1
A017311,M004507,savings,2023-09-22,active,5432.7,0.1,1
A017312,M009768,savings,2024-07-07,active,9180.63,1.568,1
A017313,M000649,checking,2024-08-27,active,10863.3,2.561,1
A017314,M002845,savings,2024-08-20,active,356.32,2.14,1
A017315,M005417,checking,2023-02-02,active,7440.02,1.095,1
A017316,M007835,checking,2023-04-20,active,3476.5,3.222,1
A017317,M002407,checking,2023-04-05,active,2839.52,2.288,1
A017318,M009448,loan,2024-08-17,active,9660.97,2.912,1
A017319,M005810,checking,2023-05-13,active,10478.7,1.56,1
A017320,M007833,savings,2023-09-27,active,2299.28,3.19,1
A017321,M002993,credit_card,2023-09-06,active,11691.29,2.056,1
A017322,M008612,savings,2023-02-27,closed,573.7,2.862,1
A017323,M003522,loan,2023-10-13,active,23850.05,2.927,0
A017324,M004711,credit_card,2023-09-13,active,464.97,2.786,1
A017325,M001522,checking,2023-02-26,active,4871.23,1.62,1
A017326,M002475,savings,2024-09-02,active,12152.13,1.483,1
A017327,M009979,savings,2024-02-04,active,2100.57,2.193,1
A017328,M003802,checking,2024-09-30,active,4642.33,3.013,1
A017329,M000506,credit_card,2023-06-22,active,2265.94,1.305,1
A017330,M006655,savings,2024-03-03,closed,14501.43,2.405,1
A017331,M005198,savings,2023-11-10,active,10680.72,0.254,1
A017332,M003454,checking,2023-08-01,active,1855.17,0.68,1
A017333,M003443,credit_card,2024-03-27,active,1280.49,2.43,1
A017334,M007564,credit_card,2023-04-24,closed,5277.72,2.129,1
A017335,M008271,checking,2023-10-06,active,6123.17,1.645,1
A017336,M006800,savings,2023-07-09,active,12958.71,2.288,1
A017337,M002541,credit_card,2023-11-20,active,3073.21,1.617,1
A017338,M004260,checking,2023-12-11,active,13563.22,0.575,1
A017339,M006010,credit_card,2024-04-21,active,199.41,0.1,1
A017340,M001758,checking,2023-12-06,active,5754.54,2.329,0
A017341,M008817,checking,2023-01-19,active,4080.53,1.145,0
A017342,M001971,savings,2023-06-23,active,8177.83,3.233,1
A017343,M006242,savings,2023-10-23,active,9761.47,2.213,1
A017344,M007837,checking,2024-03-31,active,9044.7,0.699,1
A017345,M009129,savings,2024-09-11,active,1870.56,1.742,1
A017346,M004262,checking,2024-04-29,active,2567.77,1.531,1
A017347,M001481,savings,2023-07-07,closed,8400.52,2.767,1
A017348,M007219,checking,2023-11-13,active,5880.62,2.621,1
A017349,M001501,checking,2023-09-08,active,2765.47,2.6,1
A017350,M004435,checking,2023-12-29,active,3898.23,1.268,1
A017351,M005352,loan,2024-07-07,active,26242.64,2.876,1
A017352,M009805,checking,2024-07-13,active,7852.59,1.274,1
A017353,M005861,credit_card,2023-08-12,active,2663.75,1.565,1
A017354,M006887,credit_card,2024-06-12,active,5193.83,3.468,1
A017355,M003871,savings,2024-05-19,active,13684.59,0.998,1
A017356,M001811,credit_card,2024-05-09,active,7567.93,1.758,1
A017357,M002791,checking,2023-08-18,closed,7989.46,0.383,1
A017358,M007263,checking,2024-04-04,active,3925.93,2.666,1
A017359,M007999,checking,2024-04-13,active,11622.69,1.019,1
A017360,M003164,cd,2023-07-05,active,10181.9,1.229,1
A017361,M008340,savings,2023-08-14,closed,2290.38,0.916,1
A017362,M008871,cd,2023-06-14,active,174.47,3.024,0
A017363,M006993,checking,2024-04-13,active,3023.61,1.924,1
A017364,M008639,savings,2024-08-16,active,18197.53,1.598,1
A017365,M005475,checking,2023-08-10,active,7862.23,2.197,1
A017366,M009559,checking,2023-04-09,active,1501.43,1.991,1
A017367,M006813,savings,2024-02-07,active,2874.37,2.958,1
A017368,M000020,checking,2023-04-25,active,2810.48,1.55,1
A017369,M003374,checking,2023-05-20,active,10788.58,3.403,1
A017370,M001780,checking,2023-06-11,active,385.28,1.499,1
A017371,M005040,cd,2023-09-03,active,429.1,0.1,1
A017372,M000411,checking,2023-06-17,active,3272.45,1.575,1
A017373,M001193,credit_card,2023-06-23,active,5601.41,2.531,1
A017374,M009043,savings,2024-08-22,active,3001.79,1.689,1
A017375,M003569,credit_card,2023-11-08,active,2369.22,1.19,1
A017376,M006703,savings,2023-09-20,active,20861.49,1.528,1
A017377,M006350,checking,2024-04-11,active,568.29,1.579,1
A017378,M004868,savings,2023-01-06,active,8202.28,1.221,0
A017379,M006180,cd,2023-04-06,active,1199.33,3.221,1
A017380,M009480,checking,2024-03-27,active,14657.38,1.877,1
A017381,M002074,savings,2023-08-06,active,6908.33,1.236,1
A017382,M009298,checking,2024-08-18,active,3764.56,2.514,1
A017383,M007291,checking,2023-05-15,active,107.98,3.236,1
A017384,M009176,checking,2023-01-07,active,10208.68,2.69,1
A017385,M007515,savings,2023-02-05,active,2807.9,3.35,1
A017386,M006712,savings,2023-06-15,active,13022.35,3.426,1
A017387,M009848,credit_card,2024-01-17,active,3367.81,2.778,1
A017388,M008077,savings,2023-03-27,active,2080.3,0.789,1
A017389,M004196,loan,2024-09-13,active,330.35,2.567,1
A017390,M005836,checking,2024-08-03,closed,3285.71,3.497,1
A017391,M003448,savings,2023-07-22,active,6905.29,0.193,1
A017392,M008050,savings,2023-09-04,active,18051.66,1.656,1
A017393,M009421,loan,2024-06-22,active,12844.22,1.266,1
A017394,M009480,checking,2024-02-15,active,1561.02,0.978,1
A017395,M005871,checking,2024-04-25,active,1264.51,3.472,1
A017396,M001732,savings,2023-02-12,active,14219.74,4.016,1
A017397,M005539,checking,2023-02-19,active,1223.72,2.295,1
A017398,M003344,savings,2024-04-26,active,2046.49,1.789,1
