member_id,age_band,channel_signup,last_txn_dt
M000695,45_54,online,
M000717,35_44,online,
M000975,35_44,online,
M001412,45_54,online,
M001440,45_54,online,
M001596,25_34,online,
M001702,45_54,referral,
M001774,35_44,online,
M002193,55_64,branch,
M002293,35_44,branch,
M002329,45_54,branch,
M002353,45_54,online,
M002412,55_64,online,
M002423,35_44,referral,
M002545,65_plus,branch,
M002598,35_44,referral,
M002658,45_54,online,
M002756,35_44,branch,
M003017,under_25,branch,
M003113,35_44,branch,
M003187,25_34,branch,
M003359,45_54,online,
M003798,35_44,branch,
M003876,45_54,online,
M003935,35_44,branch,
M003942,55_64,referral,
M004044,35_44,branch,
M004133,45_54,branch,
M004283,45_54,online,
M004479,under_25,online,
M004558,35_44,online,
M004646,55_64,referral,
M004681,35_44,online,
M004691,35_44,online,
M004736,45_54,branch,
M004766,35_44,online,
M004861,25_34,event,
M004961,35_44,branch,
M005305,35_44,branch,
M005335,25_34,branch,
M005379,45_54,branch,
M005609,45_54,branch,
M005630,35_44,branch,
M005762,45_54,branch,
M005825,25_34,online,
M006101,25_34,online,
M006320,35_44,online,
M006517,55_64,branch,
M006888,55_64,online,
M006902,35_44,online,
M007048,35_44,branch,
M007121,35_44,online,
M007470,45_54,event,
M007567,35_44,online,
M007637,25_34,branch,
M007743,25_34,online,
M007756,35_44,online,
M007954,under_25,referral,
M008065,25_34,online,
M008275,25_34,online,
M008290,under_25,online,
M008411,35_44,branch,
M009085,55_64,online,
M009117,55_64,online,
M009186,35_44,online,
M009208,under_25,online,
M009236,under_25,event,
M009251,25_34,online,
M009468,under_25,online,
M009494,45_54,referral,
M009517,55_64,branch,
M009533,under_25,online,
M009711,25_34,online,
M009824,25_34,online,
M000264,25_34,online,
M000323,25_34,branch,
M000437,55_64,event,
M000582,35_44,online,
M000622,45_54,online,
M000642,55_64,online,
M000918,35_44,branch,
M001005,45_54,referral,
M001109,25_34,online,
M001170,45_54,online,
M001256,25_34,branch,
M001426,under_25,online,
M001538,25_34,referral,
M001543,55_64,online,
M001719,45_54,online,
M001871,25_34,online,
M002157,35_44,branch,
M002224,35_44,online,
M002238,25_34,online,
M002577,55_64,online,
M002592,35_44,referral,
M002767,35_44,event,
M002838,55_64,branch,
M002880,35_44,branch,
M002929,55_64,online,
M003012,55_64,event,
M003045,45_54,referral,
M003298,25_34,online,
M003438,25_34,online,
M003568,45_54,branch,
M003599,35_44,online,
M003624,35_44,online,
M003679,45_54,online,
M003698,35_44,online,
M003749,55_64,branch,
M003811,25_34,event,
M003827,25_34,online,
M003837,55_64,online,
M003978,55_64,online,
M004694,45_54,branch,
M005110,35_44,event,
M005293,under_25,branch,
M005314,35_44,branch,
M005482,45_54,branch,
M005576,under_25,online,
M005583,55_64,online,
M005603,35_44,online,
M005697,35_44,referral,
M005774,25_34,online,
M005821,35_44,branch,
M005830,55_64,branch,
M005895,45_54,online,
M005987,25_34,branch,
M006000,25_34,online,
M006028,under_25,online,
M006123,25_34,online,
M006151,55_64,online,
M006178,25_34,event,
M006298,25_34,online,
M006715,under_25,online,
M006783,35_44,branch,
M006788,25_34,online,
M006876,25_34,branch,
M007152,45_54,online,
M007287,45_54,online,
M007599,45_54,online,
M007861,65_plus,online,
M008203,25_34,online,
M008299,35_44,online,
M008308,55_64,online,
M008470,25_34,online,
M008481,35_44,referral,
M008499,under_25,online,
M008522,35_44,online,
M008660,35_44,online,
M008742,55_64,referral,
M008907,45_54,online,
M009049,35_44,referral,
M009191,25_34,online,
M009270,35_44,referral,
M009289,35_44,online,
M009292,35_44,online,
M009604,35_44,branch,
M009622,25_34,online,
M009781,35_44,branch,
M009949,35_44,online,
M000282,45_54,online,
M000405,35_44,online,
M000426,55_64,branch,
M000461,55_64,branch,
M000800,35_44,online,
M000915,35_44,branch,
M001104,35_44,event,
M001219,25_34,online,
M001384,25_34,referral,
M001433,45_54,online,
M001446,25_34,online,
M001593,45_54,online,
M001691,45_54,online,
M001901,45_54,online,
M002000,25_34,online,
M002149,35_44,online,
M002248,under_25,online,
M002605,25_34,branch,
M002636,45_54,referral,
M002662,25_34,online,
M002768,45_54,online,
M002785,25_34,referral,
M002795,35_44,online,
M002931,45_54,online,
M002998,25_34,online,
M003003,35_44,online,
M003028,45_54,online,
M003154,35_44,online,
M003205,25_34,online,
M003436,45_54,branch,
M003455,under_25,branch,
M003713,35_44,branch,
M003746,35_44,event,
M003820,25_34,online,
M003836,35_44,branch,
M003849,35_44,online,
M004015,35_44,branch,
M004040,25_34,online,
M004361,35_44,branch,
M004388,under_25,online,
M004675,45_54,referral,
M004695,35_44,online,
M004894,35_44,branch,
M004909,35_44,online,
M004945,55_64,online,
M005063,35_44,online,
M005132,45_54,online,
M005196,35_44,branch,
M005274,45_54,event,
M005431,25_34,online,
M005434,35_44,online,
M005544,35_44,online,
M005618,35_44,online,
M005739,25_34,online,
M005790,35_44,online,
M005817,25_34,online,
M005832,35_44,referral,
M005926,25_34,referral,
M005982,55_64,online,
M006076,25_34,online,
M006389,45_54,branch,
M006522,35_44,branch,
M006532,45_54,online,
M006542,under_25,branch,
M006572,under_25,branch,
M006591,35_44,online,
M006620,35_44,branch,
M006683,45_54,branch,
M006693,35_44,online,
M006886,25_34,branch,
M006959,65_plus,online,
M007013,45_54,referral,
M007079,45_54,online,
M007305,45_54,online,
M007330,25_34,online,
M007362,45_54,online,
M007420,35_44,online,
M007592,45_54,online,
M007688,45_54,online,
M007701,45_54,online,
M007715,55_64,online,
M007744,45_54,referral,
M007848,35_44,online,
M007913,35_44,branch,
M007917,35_44,online,
M007948,45_54,branch,
M008152,25_34,branch,
M008168,45_54,online,
M008196,45_54,online,
M008478,under_25,online,
M008773,25_34,branch,
M008957,25_34,online,
M009122,under_25,online,
M009253,35_44,online,
M009334,45_54,online,
M009341,25_34,online,
M009548,45_54,referral,
M009890,25_34,online,
M009953,25_34,online,
M009993,45_54,online,
M000003,45_54,online,
M000004,55_64,branch,
M000446,45_54,online,
M000456,25_34,online,
M000511,35_44,online,
M000573,35_44,online,
M000658,35_44,branch,
M000729,25_34,referral,
M000825,35_44,referral,
M000846,45_54,online,
M000893,45_54,referral,
M000950,35_44,online,
M001097,35_44,referral,
M001239,45_54,referral,
M001328,35_44,branch,
M001497,65_plus,referral,
M001500,45_54,online,
M001607,35_44,online,
M001838,35_44,online,
M002084,under_25,referral,
M002550,65_plus,online,
M002685,35_44,online,
M002741,45_54,online,
M002781,45_54,online,
M002821,35_44,online,
M002832,25_34,online,
M003032,25_34,online,
M003085,35_44,branch,
M003162,45_54,branch,
M003380,25_34,online,
M003415,25_34,branch,
M003486,25_34,online,
M003558,35_44,online,
M003563,under_25,referral,
M003574,35_44,branch,
M003723,under_25,online,
M003740,under_25,online,
M003778,25_34,online,
M003782,35_44,online,
M003864,35_44,online,
M003911,under_25,online,
M004022,under_25,branch,
M004035,25_34,online,
M004165,35_44,online,
M004181,35_44,branch,
M004219,35_44,branch,
M004295,45_54,online,
M004367,25_34,branch,
M004441,under_25,referral,
M004467,45_54,online,
M004540,45_54,branch,
M004560,45_54,online,
M004706,35_44,online,
M004719,45_54,branch,
M004890,45_54,online,
M004962,25_34,online,
M005332,35_44,online,
M005336,25_34,online,
M005404,35_44,online,
M005492,45_54,online,
M005587,25_34,referral,
M005880,35_44,online,
M006250,45_54,online,
M006380,35_44,online,
M006484,35_44,online,
M006571,35_44,online,
M006597,25_34,referral,
M006607,25_34,referral,
M006976,35_44,online,
M007068,35_44,branch,
M007207,35_44,branch,
M007297,25_34,online,
M007298,25_34,referral,
M007494,35_44,online,
M007600,35_44,online,
M007607,25_34,online,
M007821,45_54,online,
M008056,45_54,online,
M008142,25_34,branch,
M008245,25_34,online,
M008301,55_64,branch,
M008357,35_44,online,
M008614,35_44,referral,
M008666,45_54,branch,
M008721,35_44,referral,
M008761,45_54,online,
M008837,25_34,online,
M008854,under_25,branch,
M009045,35_44,branch,
M009486,55_64,online,
M009518,45_54,online,
M009564,55_64,online,
M009793,35_44,online,
M009822,45_54,online,
M000002,35_44,online,
M000088,35_44,branch,
M000146,45_54,online,
M000605,45_54,referral,
M000672,under_25,online,
M000703,25_34,online,
M000808,25_34,online,
M000947,under_25,online,
M001099,45_54,online,
M001137,45_54,online,
M001209,under_25,branch,
M001306,25_34,online,
M001557,45_54,online,
M001727,25_34,online,
M001742,35_44,online,
M001855,45_54,branch,
M001923,25_34,event,
M001935,65_plus,branch,
M001948,35_44,branch,
M001956,55_64,branch,
M001959,45_54,referral,
M002029,35_44,online,
M002154,35_44,online,
M002191,under_25,branch,
M002220,35_44,online,
M002251,35_44,online,
M002339,35_44,online,
M002537,45_54,referral,
M002655,25_34,online,
M002864,45_54,online,
M002906,45_54,online,
M002914,45_54,online,
M003125,35_44,online,
M003212,25_34,online,
M003325,45_54,online,
M003369,45_54,online,
M003499,35_44,branch,
M003833,45_54,event,
M003940,25_34,event,
M004246,under_25,online,
M004392,45_54,online,
M004402,45_54,branch,
M004506,45_54,referral,
M004569,55_64,online,
M004772,25_34,online,
M004795,35_44,online,
M004860,35_44,online,
M004914,35_44,online,
M004935,25_34,branch,
M005018,65_plus,online,
M005354,45_54,online,
M005399,under_25,online,
M005463,45_54,online,
M005505,25_34,branch,
M005596,under_25,online,
M005689,25_34,online,
M005750,25_34,branch,
M005924,35_44,branch,
M006090,35_44,online,
M006102,35_44,online,
M006495,25_34,online,
M006651,35_44,online,
M006759,65_plus,referral,
M006987,under_25,online,
M007037,under_25,referral,
M007094,45_54,branch,
M007240,25_34,branch,
M007452,45_54,online,
M007621,25_34,online,
M007730,35_44,online,
M007736,under_25,online,
M007890,35_44,online,
M008171,25_34,referral,
M008345,under_25,online,
M008553,45_54,branch,
M008580,45_54,branch,
M008624,45_54,online,
M008749,under_25,online,
M008780,35_44,online,
M008870,under_25,online,
M008915,35_44,branch,
M009044,under_25,online,
M009183,35_44,online,
M009276,under_25,online,
M009523,45_54,online,
M009549,25_34,event,
M009554,35_44,online,
M009757,45_54,branch,
M009902,35_44,online,
M000248,25_34,event,
M000274,35_44,branch,
M000316,35_44,online,
M000482,25_34,online,
M000551,35_44,online,
M000828,25_34,online,
M000837,55_64,branch,
M001058,45_54,online,
M001226,35_44,referral,
M001432,45_54,online,
M001504,35_44,online,
M001516,35_44,online,
M001707,45_54,online,
M001830,35_44,online,
M001943,35_44,online,
M001961,35_44,online,
M002076,35_44,online,
M002117,35_44,branch,
M002187,under_25,online,
M002306,65_plus,online,
M002474,under_25,online,
M002484,25_34,online,
M002499,45_54,online,
M002603,25_34,online,
M002611,45_54,online,
M002613,35_44,event,
M002632,45_54,branch,
M002719,25_34,branch,
M002731,55_64,online,
M002733,45_54,online,
M002799,35_44,online,
M002828,35_44,branch,
M002939,under_25,online,
M002940,35_44,online,
M003204,55_64,online,
M003217,under_25,branch,
M003394,35_44,online,
M003422,35_44,branch,
M003636,35_44,branch,
M003696,35_44,branch,
M003897,55_64,event,
M004026,35_44,branch,
M004084,under_25,online,
M004272,25_34,online,
M004353,35_44,branch,
M004823,25_34,online,
M005002,35_44,online,
M005024,under_25,branch,
M005313,25_34,referral,
M005337,25_34,online,
M005507,25_34,branch,
M005582,45_54,online,
M005606,35_44,referral,
M005624,45_54,online,
M005748,35_44,referral,
M005927,45_54,online,
M005950,under_25,referral,
M006120,35_44,branch,
M006186,25_34,online,
M006464,45_54,referral,
M006691,45_54,online,
M006818,under_25,online,
M007061,55_64,online,
M007436,35_44,online,
M007514,25_34,branch,
M007602,25_34,branch,
M007655,45_54,online,
M007723,35_44,event,
M007755,35_44,online,
M007878,35_44,online,
M008084,45_54,online,
M008237,45_54,online,
M008440,45_54,branch,
M008454,25_34,branch,
M008538,55_64,online,
M008627,35_44,branch,
M008652,45_54,branch,
M008667,25_34,online,
M008738,35_44,branch,
M008885,55_64,online,
M009072,25_34,branch,
M009098,25_34,online,
M009166,35_44,online,
M009170,35_44,event,
M009348,45_54,online,
M009676,55_64,online,
M009754,35_44,branch,
M009931,25_34,online,
M000015,under_25,referral,
M000097,35_44,referral,
M000121,45_54,branch,
M000129,35_44,online,
M000498,35_44,branch,
M000545,under_25,branch,
M000600,45_54,online,
M000708,55_64,branch,
M000712,35_44,online,
M000820,45_54,online,
M001014,25_34,online,
M001036,55_64,referral,
M001138,25_34,online,
M001476,45_54,online,
M001493,25_34,online,
M001553,25_34,branch,
M001576,35_44,online,
M001661,55_64,online,
M001687,25_34,online,
M001710,25_34,online,
M001848,25_34,referral,
M001891,45_54,online,
M002103,25_34,branch,
M002173,35_44,referral,
M002259,under_25,branch,
M002406,55_64,branch,
M002426,45_54,online,
M002721,55_64,referral,
M002780,45_54,online,
M003056,25_34,online,
M003111,25_34,online,
M003184,35_44,online,
M003465,35_44,branch,
M003509,45_54,event,
M003601,25_34,online,
M003720,35_44,branch,
M003867,35_44,online,
M004072,25_34,online,
M004075,35_44,online,
M004194,under_25,online,
M004211,35_44,branch,
M004235,under_25,online,
M004308,45_54,referral,
M004323,55_64,referral,
M004366,65_plus,online,
M004486,under_25,online,
M004542,55_64,referral,
M004671,45_54,online,
M004771,35_44,online,
M005003,under_25,online,
M005075,35_44,online,
M005231,55_64,online,
M005349,under_25,online,
M005656,25_34,online,
M005685,25_34,online,
M005715,45_54,online,
M005756,25_34,online,
M005827,35_44,online,
M005993,25_34,online,
M006073,35_44,branch,
M006270,45_54,online,
M006296,45_54,referral,
M006469,45_54,branch,
M006538,45_54,online,
M006771,35_44,referral,
M006877,45_54,online,
M006885,35_44,online,
M006894,45_54,online,
M006958,55_64,branch,
M007052,45_54,branch,
M007088,under_25,referral,
M007100,under_25,referral,
M007116,35_44,branch,
M007175,55_64,branch,
M007272,35_44,online,
M007393,under_25,event,
M007398,35_44,online,
M007638,35_44,online,
M007891,35_44,online,
M007928,35_44,online,
M007949,45_54,online,
M008016,55_64,online,
M008106,under_25,online,
M008130,35_44,branch,
M008214,25_34,online,
M008276,45_54,online,
M008360,25_34,online,
M008732,35_44,online,
M008806,under_25,referral,
M008929,25_34,branch,
M008979,45_54,online,
M009173,45_54,online,
M009362,55_64,online,
M009926,25_34,referral,
M009928,35_44,referral,
M009943,55_64,online,
M009960,45_54,online,
M000043,35_44,online,
M000286,under_25,online,
M000312,45_54,online,
M000399,35_44,online,
M000633,35_44,branch,
M001057,35_44,online,
M001304,25_34,online,
M001357,25_34,referral,
M001427,65_plus,referral,
M001473,35_44,branch,
M001561,35_44,referral,
M001581,35_44,online,
M001640,25_34,referral,
M001649,45_54,event,
M001697,25_34,online,
M001864,under_25,online,
M001927,under_25,referral,
M002035,45_54,online,
M002266,45_54,online,
M002377,35_44,online,
M002621,45_54,branch,
M002642,35_44,online,
M002758,25_34,branch,
M002917,35_44,branch,
M003010,25_34,branch,
M003117,35_44,event,
M003291,55_64,online,
M003299,25_34,event,
M003332,under_25,online,
M003343,25_34,branch,
M003401,45_54,branch,
M003656,35_44,referral,
M003707,25_34,online,
M003728,45_54,branch,
M003824,35_44,online,
M003997,under_25,referral,
M004027,25_34,event,
M004046,35_44,online,
M004051,25_34,online,
M004063,25_34,online,
M004331,45_54,online,
M004372,25_34,branch,
M004539,35_44,online,
M004747,35_44,online,
M004857,45_54,online,
M005036,65_plus,online,
M005126,25_34,online,
M005236,65_plus,online,
M005345,35_44,branch,
M005394,35_44,referral,
M005446,35_44,branch,
M005601,35_44,referral,
M005967,45_54,online,
M006002,25_34,event,
M006114,25_34,online,
M006288,45_54,online,
M006289,55_64,online,
M006385,45_54,online,
M006593,55_64,online,
M006609,25_34,referral,
M006634,25_34,referral,
M007087,35_44,online,
M007124,35_44,branch,
M007144,under_25,online,
M007260,65_plus,online,
M007377,45_54,online,
M007673,35_44,referral,
M007884,35_44,online,
M007914,45_54,online,
M007932,55_64,branch,
M007996,65_plus,online,
M008026,35_44,online,
M008289,25_34,branch,
M008504,35_44,online,
M008535,55_64,online,
M008544,35_44,branch,
M008625,45_54,online,
M008631,under_25,branch,
M008663,45_54,online,
M008803,45_54,referral,
M008881,under_25,online,
M009242,35_44,branch,
M009252,55_64,branch,
M009326,35_44,online,
M009370,35_44,online,
M009498,45_54,online,
M009565,45_54,online,
M009658,under_25,branch,
M009659,55_64,referral,
M009923,under_25,online,
M009972,45_54,online,
M000068,45_54,online,
M000122,25_34,online,
M000395,45_54,online,
M000467,45_54,online,
M000750,under_25,referral,
M000790,under_25,referral,
M000799,35_44,branch,
M000822,55_64,event,
M000827,55_64,referral,
M000931,25_34,online,
M000980,45_54,online,
M001086,45_54,online,
M001155,55_64,referral,
M001580,25_34,branch,
M002147,under_25,referral,
M002582,45_54,branch,
M002718,45_54,branch,
M003315,35_44,online,
M003341,45_54,online,
M003468,35_44,online,
M003473,35_44,online,
M003477,45_54,online,
M003652,45_54,online,
M003894,under_25,branch,
M004089,45_54,event,
M004112,25_34,branch,
M004138,35_44,online,
M004249,45_54,online,
M004409,45_54,online,
M004530,25_34,online,
M004541,25_34,branch,
M004755,25_34,online,
M004828,45_54,online,
M004954,45_54,branch,
M005090,25_34,online,
M005209,25_34,online,
M005276,45_54,referral,
M005280,35_44,referral,
M005479,25_34,branch,
M005575,25_34,branch,
M005658,35_44,branch,
M005663,35_44,branch,
M005744,under_25,referral,
M005881,under_25,branch,
M006217,35_44,branch,
M006349,25_34,event,
M006393,under_25,branch,
M006570,55_64,online,
M006641,25_34,online,
M006907,25_34,online,
M006921,35_44,branch,
M007026,45_54,branch,
M007102,35_44,referral,
M007182,35_44,online,
M007217,25_34,online,
M007363,45_54,online,
M007426,45_54,referral,
M007509,25_34,branch,
M007598,25_34,online,
M007745,45_54,branch,
M008122,25_34,online,
M008325,35_44,online,
M008383,35_44,referral,
M008530,35_44,online,
M008690,35_44,online,
M008834,45_54,online,
M008976,25_34,online,
M009132,55_64,branch,
M009205,25_34,referral,
M009380,35_44,branch,
M009505,55_64,branch,
M009532,55_64,online,
M009685,25_34,branch,
M009986,35_44,branch,
M000118,25_34,branch,
M000132,35_44,branch,
M000150,35_44,online,
M000192,45_54,branch,
M000389,45_54,online,
M000549,35_44,online,
M000559,45_54,online,
M000814,35_44,referral,
M000833,25_34,online,
M000917,45_54,online,
M001116,35_44,online,
M001274,35_44,branch,
M001417,35_44,online,
M001485,35_44,online,
M001534,35_44,referral,
M001731,35_44,online,
M002382,25_34,branch,
M002508,55_64,online,
M002657,25_34,online,
M002725,55_64,referral,
M002743,35_44,online,
M002766,45_54,online,
M002811,35_44,online,
M002949,35_44,branch,
M003089,under_25,branch,
M003094,45_54,referral,
M003223,55_64,referral,
M003416,35_44,branch,
M003433,45_54,branch,
M003456,65_plus,online,
M003629,under_25,online,
M003775,under_25,online,
M003795,35_44,branch,
M003812,45_54,branch,
M003939,35_44,online,
M004006,45_54,online,
M004020,35_44,online,
M004069,25_34,online,
M004343,55_64,online,
M004408,35_44,online,
M004443,45_54,online,
M004526,45_54,branch,
M004573,45_54,referral,
M004630,45_54,online,
M004647,under_25,online,
M005049,45_54,branch,
M005069,35_44,online,
M005193,45_54,branch,
M005297,35_44,online,
M005753,55_64,online,
M005847,65_plus,online,
M005853,45_54,branch,
M005989,45_54,online,
M006026,35_44,online,
M006140,45_54,online,
M006403,35_44,online,
M006421,25_34,online,
M006458,45_54,online,
M006722,45_54,online,
M006772,35_44,online,
M006913,25_34,referral,
M006917,25_34,online,
M006978,45_54,online,
M007157,45_54,branch,
M007176,35_44,branch,
M007281,25_34,branch,
M007301,25_34,referral,
M007435,35_44,online,
M007651,45_54,branch,
M007692,25_34,online,
M007737,65_plus,branch,
M007985,35_44,branch,
M008261,25_34,online,
M008419,25_34,referral,
M008516,35_44,branch,
M008626,35_44,referral,
M008695,35_44,online,
M008720,25_34,online,
M008762,under_25,branch,
M008811,35_44,branch,
M009342,35_44,online,
M009729,25_34,online,
M009751,25_34,online,
M009814,45_54,online,
M009870,35_44,branch,
M000120,45_54,online,
M000255,under_25,online,
M000412,25_34,online,
M000441,45_54,online,
M000443,under_25,online,
M000546,25_34,online,
M000561,35_44,branch,
M000591,35_44,online,
M000689,45_54,online,
M000894,45_54,online,
M000990,35_44,online,
M001000,45_54,online,
M001162,65_plus,referral,
M001234,65_plus,branch,
M001341,35_44,online,
M001546,45_54,online,
M001924,35_44,online,
M001939,45_54,online,
M002018,under_25,online,
M002066,25_34,online,
M002068,35_44,online,
M002214,35_44,branch,
M002225,25_34,branch,
M002384,35_44,branch,
M002428,35_44,online,
M002771,35_44,online,
M003323,under_25,online,
M003331,45_54,online,
M003375,under_25,online,
M003485,25_34,branch,
M003603,65_plus,branch,
M003675,35_44,referral,
M003710,35_44,online,
M003783,25_34,online,
M003816,under_25,online,
M003831,35_44,referral,
M003846,45_54,online,
M003886,45_54,referral,
M003919,45_54,online,
M004363,35_44,event,
M004387,25_34,event,
M004528,45_54,online,
M004673,45_54,online,
M004866,under_25,online,
M004927,35_44,online,
M005046,45_54,branch,
M005148,35_44,online,
M005167,25_34,branch,
M005232,45_54,referral,
M005265,45_54,branch,
M005295,55_64,branch,
M005555,35_44,online,
M005909,55_64,online,
M006022,45_54,branch,
M006096,45_54,event,
M006117,45_54,online,
M006359,under_25,online,
M006402,25_34,branch,
M006559,45_54,online,
M006745,25_34,online,
M006767,65_plus,branch,
M006774,25_34,online,
M006928,25_34,online,
M006999,35_44,online,
M007004,35_44,branch,
M007096,under_25,online,
M007311,35_44,branch,
M007348,25_34,online,
M007389,45_54,online,
M007409,under_25,online,
M007492,25_34,branch,
M007611,35_44,online,
M007992,35_44,branch,
M008045,45_54,branch,
M008140,35_44,online,
M008224,45_54,online,
M008554,35_44,online,
M008620,55_64,online,
M008707,35_44,branch,
M008925,25_34,referral,
M008935,45_54,referral,
M009084,35_44,online,
M009210,45_54,online,
M009247,45_54,online,
M009571,35_44,branch,
M009583,under_25,online,
M009608,45_54,online,
M009689,35_44,branch,
M009959,45_54,referral,
M000347,under_25,online,
M000431,25_34,online,
M000476,35_44,referral,
M000530,25_34,branch,
M000589,45_54,online,
M000616,35_44,online,
M000945,55_64,branch,
M001041,55_64,online,
M001087,45_54,online,
M001153,25_34,referral,
M001190,25_34,referral,
M001214,45_54,branch,
M001312,45_54,referral,
M001638,45_54,branch,
M001815,35_44,online,
M001917,25_34,branch,
M002101,45_54,online,
M002115,45_54,online,
M002174,35_44,online,
M002296,45_54,branch,
M002338,35_44,referral,
M002583,35_44,branch,
M002629,35_44,event,
M002794,25_34,branch,
M003059,25_34,branch,
M003086,35_44,branch,
M003197,45_54,branch,
M003214,55_64,branch,
M003219,25_34,online,
M003222,45_54,online,
M003427,35_44,online,
M003515,45_54,online,
M003547,45_54,referral,
M003561,35_44,referral,
M003654,25_34,online,
M003721,45_54,online,
M004166,45_54,branch,
M004287,35_44,online,
M004301,35_44,online,
M004377,under_25,branch,
M004422,25_34,referral,
M004599,45_54,online,
M004881,45_54,online,
M004937,35_44,branch,
M004982,45_54,branch,
M005007,45_54,online,
M005121,under_25,referral,
M005229,45_54,online,
M005682,35_44,branch,
M005692,under_25,online,
M005746,35_44,online,
M005951,35_44,branch,
M006004,25_34,branch,
M006237,25_34,branch,
M006398,25_34,online,
M006664,under_25,online,
M006692,25_34,online,
M006755,under_25,referral,
M006829,35_44,branch,
M006848,45_54,online,
M006884,35_44,online,
M007056,under_25,referral,
M007063,25_34,online,
M007373,35_44,online,
M007442,65_plus,online,
M007486,25_34,branch,
M007562,25_34,online,
M007574,55_64,online,
M007609,35_44,event,
M007615,55_64,online,
M007708,35_44,online,
M007934,55_64,branch,
M008200,35_44,online,
M008279,25_34,referral,
M008404,35_44,online,
M008427,45_54,online,
M008520,45_54,online,
M008581,35_44,branch,
M008704,45_54,online,
M008752,45_54,online,
M008865,45_54,online,
M008971,35_44,branch,
M009054,35_44,online,
M009165,45_54,online,
M009295,55_64,branch,
M009296,25_34,online,
M009350,35_44,online,
M009352,45_54,branch,
M009395,35_44,branch,
M009590,45_54,online,
M009679,35_44,branch,
M009710,25_34,branch,
M009734,25_34,online,
M009747,35_44,branch,
